,Ins AIA,,,,Date Paid,Amount,Payee - Select,Payment Note,Date Paid,Date Paid,Amount,,,,
$0.00 ,100%,$26.95 ,"1,646",$26.95 ,UNIT_8_BATH,WTR,Apply anti-microbial agent to the floor,39.87,$26.95 ,GRM,11/24/24,,,,
$0.00 ,50%,$101.22 ,"1,647",$202.43 ,UNIT_8_BATH,TIL,Regrout tile,39.87,$202.43 ,GROUT,11/25/24,,,,
$0.00 ,50%,$24.77 ,"1,648",$49.53 ,UNIT_8_BATH,TIL,Tile/stone sealer,39.87,$49.53 ,SEALS,11/25/24,,,,
$0.00 ,100%,$66.20 ,"1,649",$66.20 ,UNIT_8_BATH,WTR,Apply anti-microbial agent to part of the walls,97.92,$66.20 ,GRM,11/24/24,,,,
$0.00 ,100%,$130.59 ,"1,650",$130.59 ,UNIT_8_BATH,CLN,Clean stud wall,97.92,$130.59 ,STD,11/24/24,,,,
$0.00 ,100%,$786.17 ,"1,651",$786.17 ,UNIT_8_BATH,DRY,"1/2"" drywall - hung, taped, ready for texture",195.83,$705.22 ,1/2-,11/25/24,,,,Add 1 sheetrock patches to POL for ceiling with texture and paint due to plumbing and electrial.
$0.00 ,100%,"$4,869.94 ","1,652","$4,869.94 ",UNIT_8_BATH,TIL,Ceramic/porcelain tile - High grade,195.83,"$4,275.91 ",AV+,11/25/24,,,,
$0.00 ,100%,$141.44 ,"1,653",$141.44 ,UNIT_8_BATH,TIL,Ceramic tile base,5,$128.08 ,B,11/25/24,,,,
$0.00 ,100%,$470.41 ,"1,654",$470.41 ,UNIT_8_BATH,DOR,Interior door unit,1,$415.66 ,AV,11/25/24,,,,
$0.00 ,100%,$111.59 ,"1,655",$111.59 ,UNIT_8_BATH,PNT,Paint door slab only - 2 coats (per side),2,$95.78 ,DOR,11/25/24,,,,
$0.00 ,100%,$92.83 ,"1,656",$92.83 ,UNIT_8_BATH,PNT,Paint door/window trim & jamb - 2 coats (per side),2,$79.68 ,DORT,11/25/24,,,,
$0.00 ,100%,$78.48 ,"1,657",$78.48 ,UNIT_8_BATH,FNH,Door knob - interior,1,$71.36 ,DORH,11/25/24,,,,
$0.00 ,100%,$431.09 ,"1,658",$431.09 ,UNIT_8_BATH,PLM,Toilet,1,$431.09 ,TLT,11/25/24,,,,
$0.00 ,100%,$38.27 ,"1,659",$38.27 ,UNIT_8_BATH,CLN,Clean toilet,1,$38.27 ,TLT,11/25/24,,,Install new vent fan,
$0.00 ,100%,"$1,749.56 ","1,660","$1,749.56 ",UNIT_8_BATH,CAB,Vanity - High grade,4,"$1,565.63 ",VAN+,11/25/24,,,,
$0.00 ,100%,$748.63 ,"1,661",$748.63 ,UNIT_8_BATH,CAB,Countertop - solid surface,8,$673.97 ,CTSS,11/25/24,,,,
$0.00 ,50%,$38.70 ,"1,662",$77.40 ,UNIT_8_BATH,TBA,Bathroom mirror - Detach & reset,6,$77.40 ,MIRRS,11/25/24,,,,
$0.00 ,100%,$265.22 ,"1,663",$265.22 ,UNIT_8_BATH,PLM,Sink - single,1,$265.22 ,SNK,11/25/24,,,,
$0.00 ,100%,$119.69 ,"1,664",$119.69 ,UNIT_8_BATH,PLM,P-trap assembly - ABS (plastic),1,$108.12 ,PTRAP,11/25/24,,,,
$0.00 ,100%,$217.95 ,"1,665",$217.95 ,UNIT_8_BATH,PLM,Angle stop valve,3,$197.14 ,STOP,11/25/24,,,,
$0.00 ,100%,$86.77 ,"1,666",$86.77 ,UNIT_8_BATH,PLM,Water supply line,2,$77.88 ,SL1,11/25/24,,,,
$0.00 ,100%,$29.39 ,"1,667",$29.39 ,UNIT_8_BATH,PLM,Wax Ring,1,$26.92 ,TLTFL,11/25/24,,,,
$0.00 ,100%,$23.38 ,"1,668",$23.38 ,UNIT_8_BATH,FNH,Towel bar,1,$23.38 ,TBAR,11/25/24,,,,
$0.00 ,100%,$43.03 ,"1,669",$43.03 ,UNIT_8_BATH,FNH,Toilet paper holder,1,$39.31 ,TP,11/25/24,,,,
$0.00 ,100%,$88.03 ,"1,672",$88.03 ,UNIT_8_SHOW,WTR,Muck-out/Flood loss cleanup - Heavy,14.16,$88.03 ,MUCK+,6/19/25,,,,
$0.00 ,100%,$9.58 ,"1,673",$9.58 ,UNIT_8_SHOW,WTR,Apply anti-microbial agent to the floor,14.16,$9.58 ,GRM,11/24/24,,,,
$0.00 ,100%,$275.10 ,"1,674",$275.10 ,UNIT_8_SHOW,FCT,Tile floor covering,14.16,$251.92 ,AV,11/25/24,,,,
$0.00 ,100%,$189.53 ,"1,675",$189.53 ,UNIT_8_SHOW,TIL,Mortar bed for tile,14.16,$173.40 ,BMUD,11/25/24,,,,
$0.00 ,100%,$260.33 ,"1,676",$260.33 ,UNIT_8_SHOW,PLM,Shower pan,1,$232.13 ,SWRPAN,11/25/24,,,,
$0.00 ,100%,$28.91 ,"1,677",$28.91 ,UNIT_8_SHOW,WTR,Apply anti-microbial agent to part of the walls,42.75,$28.91 ,GRM,11/24/24,,,,
$0.00 ,100%,$57.03 ,"1,678",$57.03 ,UNIT_8_SHOW,CLN,Clean stud wall,42.75,$57.03 ,STD,11/24/24,,,,
$0.00 ,100%,$741.09 ,"1,679",$741.09 ,UNIT_8_SHOW,TIL,"1/2"" Cement board",85.5,$675.92 ,BCEM1/2,11/25/24,,,,
$0.00 ,100%,"$4,540.32 ","1,680","$4,540.32 ",UNIT_8_SHOW,TIL,Tile shower - 101 to 120 SF - High grade,1,"$4,022.08 ",SWR>+,11/25/24,,,,
$0.00 ,100%,$137.74 ,"1,681",$137.74 ,UNIT_8_SHOW,PLM,Shower faucet,1,$137.74 ,SWFAU,11/25/24,,,Install new shower faucet. Invoice paid to Apex for $575.00,
$0.00 ,50%,$752.18 ,"1,682","$1,504.35 ",UNIT_8_SHOW,MSD,Shower door,2,"$1,348.24 ",SDOR,11/25/24,,,,
$0.00 ,50%,$19.39 ,"1,683",$38.78 ,UNIT_8_SHOW,FNH,Soap dish - Wall mounted,1,$35.75 ,SDISH,11/25/24,,,,
$0.00 ,100%,$274.98 ,"3,499",$274.98 ,UNIT_8_SHOW,TIL,Shower drain - for use with waterproof membrane,1,$252.16 ,SWRPMD,1/15/25,,,,
$0.00 ,100%,$404.66 ,"3,500",$404.66 ,UNIT_8_SHOW,TIL,Tile - shampoo corner shelf - ceramic or cultured marble,4,$365.51 ,SCS,1/15/25,,,,
$0.00 ,100%,$836.88 ,"3,501",$836.88 ,UNIT_8_SHOW,TIL,Tile concrete shower curb - per LF,5,$765.13 ,SWRCC,1/15/25,,,,
$0.00 ,100%,$884.16 ,"1,685",$884.16 ,UNIT_8_BEDR2,WTR,Muck-out/Flood loss cleanup - Heavy,142.24,$884.16 ,MUCK+,6/19/25,,,Install ceiling fan labor only,
$0.00 ,100%,$96.19 ,"1,686",$96.19 ,UNIT_8_BEDR2,WTR,Apply anti-microbial agent to the floor,142.24,$96.19 ,GRM,11/24/24,,,,
$0.00 ,100%,"$1,749.88 ","1,687","$1,749.88 ",UNIT_8_BEDR2,FCV,Vinyl plank flooring - High grade,142.24,"$1,591.37 ",PLK+,11/24/24,,,,
$0.00 ,100%,$612.37 ,"1,688",$612.37 ,UNIT_8_BEDR2,FCW,Add for glued down vinyl flooring application over concrete,142.24,$612.37 ,GADDC,11/24/24,,,,
$0.00 ,100%,$167.02 ,"1,689",$167.02 ,UNIT_8_BEDR2,WTR,Apply anti-microbial agent to part of the walls,247,$167.02 ,GRM,11/24/24,,,,
$0.00 ,100%,$329.44 ,"1,690",$329.44 ,UNIT_8_BEDR2,CLN,Clean stud wall,247,$329.44 ,STD,11/24/24,,,,
$0.00 ,100%,$403.84 ,"1,691",$403.84 ,UNIT_8_BEDR2,WTR,"Tear out wet drywall, no bagging, per LF - up to 4' tall",61.75,$403.84 ,DRYN4,11/24/24,,,,
$0.00 ,100%,"$1,360.18 ","1,692","$1,360.18 ",UNIT_8_BEDR2,DRY,"1/2"" - drywall per LF - up to 4' tall",61.75,"$1,190.15 ",LF>,11/24/24,,,,
$0.00 ,100%,$435.76 ,"1,693",$435.76 ,UNIT_8_BEDR2,PNT,Seal/prime (1 coat) then paint (1 coat) part of the walls,308.75,$374.03 ,SP,11/24/24,,,,
$0.00 ,100%,$56.35 ,"1,694",$56.35 ,UNIT_8_BEDR2,PNT,Scrape part of the walls & prep for paint,61.75,$56.35 ,SCRP,11/24/24,,,,
$0.00 ,100%,$628.41 ,"1,695",$628.41 ,UNIT_8_BEDR2,DRY,Texture drywall - heavy hand texture,308.75,$549.85 ,TEX+,11/24/24,,,,
$0.00 ,100%,$671.00 ,"1,696",$671.00 ,UNIT_8_BEDR2,PNT,Paint the walls - one coat,494,$575.94 ,P,11/24/24,,,,
$0.00 ,100%,$92.34 ,"1,697",$92.34 ,UNIT_8_BEDR2,WTR,Tear out baseboard- up to Cat 3,61.75,$92.34 ,BASEB,11/24/24,,,,
$0.00 ,100%,$348.69 ,"1,698",$348.69 ,UNIT_8_BEDR2,FNC,"Baseboard - 3 1/4""",61.75,$310.91 ,B3,11/24/24,,,,
$0.00 ,100%,$129.89 ,"1,699",$129.89 ,UNIT_8_BEDR2,PNT,Paint baseboard - two coats,61.75,$111.49 ,B2,11/24/24,,,,
$0.00 ,100%,$161.08 ,"1,700",$161.08 ,UNIT_8_BEDR2,FNC,Base shoe,61.75,$145.56 ,SHOE,11/25/24,,,,
$0.00 ,100%,$71.87 ,"1,701",$71.87 ,UNIT_8_BEDR2,PNT,Seal & paint base shoe or quarter round,61.75,$61.69 ,SHOE,11/25/24,,,,
$0.00 ,100%,$470.41 ,"1,702",$470.41 ,UNIT_8_BEDR2,DOR,Interior door unit,1,$415.66 ,AV,11/25/24,,,,
$0.00 ,100%,$111.59 ,"1,703",$111.59 ,UNIT_8_BEDR2,PNT,Paint door slab only - 2 coats (per side),2,$95.78 ,DOR,11/25/24,,,,
$0.00 ,100%,$92.83 ,"1,704",$92.83 ,UNIT_8_BEDR2,PNT,Paint door/window trim & jamb - 2 coats (per side),2,$79.68 ,DORT,11/25/24,,,,
$0.00 ,100%,$78.48 ,"1,705",$78.48 ,UNIT_8_BEDR2,FNH,Door knob - interior,1,$71.36 ,DORH,11/25/24,,,,
$0.00 ,50%,$335.09 ,"1,706",$670.17 ,UNIT_8_BEDR2,DOR,Bifold door set - full louvered - Double,1,$589.64 ,BFLVR,11/25/24,,,,
$0.00 ,100%,$314.09 ,"1,707",$314.09 ,UNIT_8_BEDR2,FNC,"Door opening (jamb & casing) - 36""to60""wide - paint grade",1,$276.18 ,DOP>,11/25/24,,,,
$0.00 ,100%,$238.15 ,"1,708",$238.15 ,UNIT_8_BEDR2,PNT,Paint full lvrd bifold door set - slab - 2 coats -per side,2,$204.41 ,BFL,11/25/24,,,,
$0.00 ,100%,$109.23 ,"1,709",$109.23 ,UNIT_8_BEDR2,PNT,Paint door/window trim & jamb - Large - 2 coats (per side),2,$93.76 ,DORT>,11/25/24,,,,
$0.00 ,100%,"$1,439.62 ","1,710","$1,439.62 ",UNIT_8_BEDR2,FNC,Closet Organizer - Wire shelves,16,"$1,439.62 ",CLOSW,11/25/24,,,,
"$3,054.34 ",ACV,$763.59 ,"1,711","$3,817.93 ",UNIT_8_BEDR2,WDP,8-0 6-8 fiberglass sliding patio door,1,"$3,350.38 ",8F,11/25/24,,,,
$0.00 ,50%,$198.01 ,"1,712",$396.02 ,UNIT_8_BEDR2,DOR,"Screen door - metal - 30"" - 36"" full scrn - Standard grade",2,$365.30 ,SCRNM-,11/25/24,,,,
$0.00 ,50%,$210.72 ,"1,713",$421.44 ,UNIT_8_BEDR2,WDT,"Window blind - aluminum - 1"" - 42.1 to 56 SF - High grade",1,$371.07 ,BLA1X>+,11/25/24,,,,
$0.00 ,100%,$458.17 ,"3,995",$458.17 ,UNIT_8_BEDR2,WTR,Dehumidifier (per 24 hr period)- 110-159 ppd - No monitor.,3,$458.17 ,DHM>>,1/13/25,,,,
$0.00 ,100%,$313.20 ,"3,996",$313.20 ,UNIT_8_BEDR2,WTR,Air mover (per 24 hour period) - No monitoring,9,$313.20 ,DRY,1/13/25,,,,
$0.00 ,100%,$475.53 ,"1,716",$475.53 ,UNIT_8_SUNR,WTR,Muck-out/Flood loss cleanup - Heavy,76.5,$475.53 ,MUCK+,6/19/25,,,,
$0.00 ,100%,$51.73 ,"1,717",$51.73 ,UNIT_8_SUNR,WTR,Apply anti-microbial agent to the floor,76.5,$51.73 ,GRM,11/24/24,,,,
$0.00 ,50%,$194.21 ,"1,718",$388.42 ,UNIT_8_SUNR,TIL,Regrout tile,76.5,$388.42 ,GROUT,11/25/24,,,,
$0.00 ,50%,$47.52 ,"1,719",$95.04 ,UNIT_8_SUNR,TIL,Tile/stone sealer,76.5,$95.04 ,SEALS,11/25/24,,,,
$0.00 ,100%,$101.43 ,"1,720",$101.43 ,UNIT_8_SUNR,WTR,Apply anti-microbial agent to part of the walls,150,$101.43 ,GRM,11/24/24,,,,
$0.00 ,100%,$91.93 ,"1,721",$91.93 ,UNIT_8_SUNR,CLN,Clean part of the walls,150,$91.93 ,AV,11/26/24,,,,
$0.00 ,50%,$128.07 ,"1,722",$256.14 ,UNIT_8_SUNR,DOR,"Screen door - metal - 30"" - 36"" - full screen (no glass)",1,$235.46 ,SCRNM,11/26/24,,,,
$0.00 ,100%,$690.28 ,"1,723",$690.28 ,UNIT_9_ENTR2,WTR,Muck-out/Flood loss cleanup - Heavy,111.05,$690.28 ,MUCK+,6/19/25,,,Install 4 ea new light,
$0.00 ,100%,$75.10 ,"1,724",$75.10 ,UNIT_9_ENTR2,WTR,Apply anti-microbial agent to the floor,111.05,$75.10 ,GRM,11/24/24,,,,
$0.00 ,50%,$281.91 ,"1,725",$563.81 ,UNIT_9_ENTR2,TIL,Regrout tile,111.05,$563.81 ,GROUT,11/25/24,,,,
$0.00 ,50%,$0.62 ,"1,726",$1.24 ,UNIT_9_ENTR2,TIL,Tile/stone sealer,1,$1.24 ,SEALS,11/25/24,,,,
$0.00 ,100%,$109.02 ,"1,727",$109.02 ,UNIT_9_ENTR2,WTR,Apply anti-microbial agent to part of the walls,161.22,$109.02 ,GRM,11/24/24,,,,
$0.00 ,100%,$215.02 ,"1,728",$215.02 ,UNIT_9_ENTR2,CLN,Clean stud wall,161.22,$215.02 ,STD,11/24/24,,,,
$0.00 ,100%,$258.85 ,"1,729",$258.85 ,UNIT_9_ENTR2,WTR,"Tear out wet drywall, no bagging, per LF - up to 4' tall",39.58,$258.85 ,DRYN4,11/24/24,,,,
$0.00 ,100%,$871.85 ,"1,730",$871.85 ,UNIT_9_ENTR2,DRY,"1/2"" - drywall per LF - up to 4' tall",39.58,$762.87 ,LF>,11/24/24,,,,Add 2 sheetrock patches to POL for ceiling with texture and paint due to plumbing and electrial.
$0.00 ,100%,$284.41 ,"1,731",$284.41 ,UNIT_9_ENTR2,PNT,Seal/prime (1 coat) then paint (1 coat) part of the walls,201.53,$244.12 ,SP,11/24/24,,,,
$0.00 ,100%,$36.79 ,"1,732",$36.79 ,UNIT_9_ENTR2,PNT,Scrape part of the walls & prep for paint,40.31,$36.79 ,SCRP,11/24/24,,,,
$0.00 ,100%,$410.17 ,"1,733",$410.17 ,UNIT_9_ENTR2,DRY,Texture drywall - heavy hand texture,201.53,$358.89 ,TEX+,11/24/24,,,,
$0.00 ,100%,$437.95 ,"1,734",$437.95 ,UNIT_9_ENTR2,PNT,Paint the walls - one coat,322.44,$375.91 ,P,11/24/24,,,,
$0.00 ,100%,$51.71 ,"1,735",$51.71 ,UNIT_9_ENTR2,WTR,Tear out baseboard- up to Cat 3,34.58,$51.71 ,BASEB,11/24/24,,,,
$0.00 ,50%,$97.63 ,"1,736",$195.26 ,UNIT_9_ENTR2,FNC,"Baseboard - 3 1/4""",34.58,$174.10 ,B3,11/24/24,,,,
$0.00 ,100%,$83.25 ,"1,737",$83.25 ,UNIT_9_ENTR2,PNT,Paint baseboard - two coats,39.58,$71.45 ,B2,11/24/24,,,,
$0.00 ,80%,$213.58 ,"1,739",$266.98 ,UNIT_9_ENTR2,FNC,"Door opening (jamb & casing) - 32""to36""wide - paint grade",1,$234.96 ,DOP,11/25/24,,,,
$0.00 ,100%,$133.11 ,"1,740",$133.11 ,UNIT_9_ENTR2,PNT,Prime & paint door slab only - exterior (per side),2,$114.25 ,XDOR,11/25/24,,,,
$0.00 ,100%,$92.83 ,"1,741",$92.83 ,UNIT_9_ENTR2,PNT,Paint door/window trim & jamb - 2 coats (per side),2,$79.68 ,DORT,11/25/24,,,,
$0.00 ,100%,$455.92 ,"1,743",$455.92 ,UNIT_9_ENTR2,DOR,Storm door assembly,1,$402.73 ,STRMD,11/25/24,,,,
$0.00 ,100%,$65.11 ,"1,744",$65.11 ,UNIT_9_ENTR2,PNT,Prime & paint/finish storm door assembly,1,$55.89 ,STRMD,11/25/24,,,,
$0.00 ,80%,$93.62 ,"1,745",$117.02 ,UNIT_9_ENTR2,FNC,"Casing - 3 1/4"" MDF w/detail",20,$106.24 ,CAM>+,11/25/24,,,,
$0.00 ,100%,$42.58 ,"1,746",$42.58 ,UNIT_9_ENTR2,PNT,Paint casing - two coats,20,$36.55 ,C2,11/25/24,,,,
$0.00 ,50%,$429.26 ,"1,747",$858.51 ,UNIT_9_ENTR2,CAB,Cabinetry - lower (base) units - High grade,2,$768.31 ,LOW+,11/25/24,,RO Remove only,,
$0.00 ,50%,$134.36 ,"1,748",$268.72 ,UNIT_9_ENTR2,CAB,Countertop - flat laid plastic laminate,4,$246.82 ,CTFL,11/25/24,,RO Remove only,,
$0.00 ,50%,$565.34 ,"1,749","$1,130.68 ",UNIT_9_ENTR2,CAB,Cabinetry - full height unit - High grade,2,$993.22 ,FH+,11/25/24,,RO Remove only,,
$0.00 ,50%,$34.96 ,"3,508",$69.91 ,UNIT_9_ENTR2,FNH,Door peep hole,2,$65.09 ,PEEP,1/13/25,,,,
$0.00 ,100%,"$1,225.33 ","3,510","$1,225.33 ",UNIT_9_ENTR2,DOR,Exterior door - metal - insulated / wood - High grade,1,"$1,076.81 ",X+,1/13/25,,,,
$0.00 ,100%,$200.57 ,"3,511",$200.57 ,UNIT_9_ENTR2,FNH,Door lockset & deadbolt - exterior - High grade,1,$178.73 ,DBX+,11/22/24,,,,
$0.00 ,100%,$491.14 ,"3,512",$491.14 ,UNIT_9_ENTR2,DOR,Additional charge for a retrofit exterior door - difficult,1,$446.12 ,XRETR+,2/16/25,,,,
$0.00 ,50%,$14.75 ,"3,513",$29.50 ,UNIT_9_ENTR2,EQC,"Door numbers/letters - plastic or metal - up to 4""",1,$27.39 ,SNDN,11/22/24,,,,
$0.00 ,50%,$23.46 ,"3,514",$46.92 ,UNIT_9_ENTR2,ELE,Door bell/chime button (button only),1,$42.85 ,CBUTTON,11/22/24,,,,
$0.00 ,100%,$458.17 ,"3,997",$458.17 ,UNIT_9_ENTR2,WTR,Dehumidifier (per 24 hr period)- 110-159 ppd - No monitor.,3,$458.17 ,DHM>>,1/13/25,,,,
$0.00 ,100%,$313.20 ,"3,998",$313.20 ,UNIT_9_ENTR2,WTR,Air mover (per 24 hour period) - No monitoring,9,$313.20 ,DRY,1/13/25,,,,
$0.00 ,100%,$149.55 ,"1,752",$149.55 ,UNIT_9_UTIL,WTR,Muck-out/Flood loss cleanup - Heavy,24.06,$149.55 ,MUCK+,6/19/25,,,Install 1 ea new light,
$0.00 ,100%,$16.27 ,"1,753",$16.27 ,UNIT_9_UTIL,WTR,Apply anti-microbial agent to the floor,24.06,$16.27 ,GRM,11/24/24,,,,
$0.00 ,50%,$61.08 ,"1,754",$122.16 ,UNIT_9_UTIL,TIL,Regrout tile,24.06,$122.16 ,GROUT,11/25/24,,,,
$0.00 ,50%,$14.95 ,"1,755",$29.89 ,UNIT_9_UTIL,TIL,Tile/stone sealer,24.06,$29.89 ,SEALS,11/25/24,,,,
$0.00 ,100%,$53.22 ,"1,756",$53.22 ,UNIT_9_UTIL,WTR,Apply anti-microbial agent to part of the walls,78.67,$53.22 ,GRM,11/24/24,,,,
$0.00 ,100%,$104.91 ,"1,757",$104.91 ,UNIT_9_UTIL,CLN,Clean stud wall,78.67,$104.91 ,STD,11/24/24,,,,
$0.00 ,100%,$128.64 ,"1,758",$128.64 ,UNIT_9_UTIL,WTR,"Tear out wet drywall, no bagging, per LF - up to 4' tall",19.67,$128.64 ,DRYN4,11/24/24,,,,
$0.00 ,100%,$433.29 ,"1,759",$433.29 ,UNIT_9_UTIL,DRY,"1/2"" - drywall per LF - up to 4' tall",19.67,$379.13 ,LF>,11/24/24,,,,Add 1 sheetrock patches to POL for ceiling with texture and paint due to plumbing and electrial.
$0.00 ,100%,$138.78 ,"1,760",$138.78 ,UNIT_9_UTIL,PNT,Seal/prime (1 coat) then paint (1 coat) part of the walls,98.33,$119.12 ,SP,11/24/24,,,,
$0.00 ,100%,$17.96 ,"1,761",$17.96 ,UNIT_9_UTIL,PNT,Scrape part of the walls & prep for paint,19.67,$17.96 ,SCRP,11/24/24,,,,
$0.00 ,100%,$200.13 ,"1,762",$200.13 ,UNIT_9_UTIL,DRY,Texture drywall - heavy hand texture,98.33,$175.11 ,TEX+,11/24/24,,,,
$0.00 ,100%,$213.70 ,"1,763",$213.70 ,UNIT_9_UTIL,PNT,Paint the walls - one coat,157.33,$183.42 ,P,11/24/24,,,,
$0.00 ,100%,$29.41 ,"1,764",$29.41 ,UNIT_9_UTIL,WTR,Tear out baseboard- up to Cat 3,19.67,$29.41 ,BASEB,11/24/24,,,,
$0.00 ,50%,$55.54 ,"1,765",$111.08 ,UNIT_9_UTIL,FNC,"Baseboard - 3 1/4""",19.67,$99.05 ,B3,11/24/24,,,,
$0.00 ,100%,$41.38 ,"1,766",$41.38 ,UNIT_9_UTIL,PNT,Paint baseboard - two coats,19.67,$35.52 ,B2,11/24/24,,,,
$0.00 ,100%,$743.05 ,"1,767",$743.05 ,UNIT_9_UTIL,DOR,Interior door - full louvered - pre-hung unit,1,$654.22 ,LVR,11/25/24,,,,
$0.00 ,100%,$151.28 ,"1,768",$151.28 ,UNIT_9_UTIL,PNT,Paint full louvered door slab only - 2 coats (per side),2,$129.85 ,LVR,11/25/24,,,,
$0.00 ,100%,$92.83 ,"1,769",$92.83 ,UNIT_9_UTIL,PNT,Paint door/window trim & jamb - 2 coats (per side),2,$79.68 ,DORT,11/25/24,,,,
$0.00 ,50%,$39.24 ,"1,770",$78.48 ,UNIT_9_UTIL,FNH,Door knob - interior,1,$71.36 ,DORH,11/25/24,,,,
$0.00 ,50%,"$1,106.64 ","3,519","$2,213.27 ",UNIT_9_UTIL,HVC,Air handler - with heat element - 2 ton,1,"$2,021.22 ",AH2,1/13/25,,,,
$0.00 ,100%,$226.69 ,"1,774",$226.69 ,UNIT_9_BATH,WTR,Muck-out/Flood loss cleanup - Heavy,36.47,$226.69 ,MUCK+,6/19/25,,,Install 3 ea new light,
$0.00 ,100%,$24.65 ,"1,775",$24.65 ,UNIT_9_BATH,WTR,Apply anti-microbial agent to the floor,36.47,$24.65 ,GRM,11/24/24,,,,
$0.00 ,50%,$92.59 ,"1,776",$185.17 ,UNIT_9_BATH,TIL,Regrout tile,36.47,$185.17 ,GROUT,11/25/24,,,,
$0.00 ,50%,$22.65 ,"1,777",$45.29 ,UNIT_9_BATH,TIL,Tile/stone sealer,36.47,$45.29 ,SEALS,11/25/24,,,,
$0.00 ,100%,$53.42 ,"1,778",$53.42 ,UNIT_9_BATH,WTR,Apply anti-microbial agent to part of the walls,79,$53.42 ,GRM,11/24/24,,,,
$0.00 ,100%,$105.36 ,"1,779",$105.36 ,UNIT_9_BATH,CLN,Clean stud wall,79,$105.36 ,STD,11/24/24,,,,
$0.00 ,90%,$103.37 ,"1,781",$114.86 ,UNIT_9_BATH,PNT,Paint part of the walls - two coats,79,$98.59 ,P2,11/25/24,,,,
$0.00 ,80%,$77.98 ,"1,782",$97.48 ,UNIT_9_BATH,FNC,"Chair rail - 2 1/2""",17.25,$88.24 ,CHR,11/25/24,,,,
$0.00 ,90%,$33.05 ,"1,783",$36.72 ,UNIT_9_BATH,PNT,Paint chair rail - two coats,17.25,$31.52 ,CHR2,11/25/24,,,,
$0.00 ,100%,$20.55 ,"1,784",$20.55 ,UNIT_9_BATH,WTR,Tear out baseboard- up to Cat 3,13.75,$20.55 ,BASEB,11/24/24,,,,
$0.00 ,50%,$38.82 ,"1,785",$77.64 ,UNIT_9_BATH,FNC,"Baseboard - 3 1/4""",13.75,$69.23 ,B3,11/24/24,,,,
$0.00 ,50%,$14.46 ,"1,786",$28.92 ,UNIT_9_BATH,PNT,Paint baseboard - two coats,13.75,$24.82 ,B2,11/24/24,,,,
$0.00 ,50%,$70.72 ,"1,787",$141.44 ,UNIT_9_BATH,TIL,Ceramic tile base,5,$128.08 ,B,11/25/24,,,,
$0.00 ,100%,$470.41 ,"1,788",$470.41 ,UNIT_9_BATH,DOR,Interior door unit,1,$415.66 ,AV,11/25/24,,,,
$0.00 ,50%,$55.80 ,"1,789",$111.59 ,UNIT_9_BATH,PNT,Paint door slab only - 2 coats (per side),2,$95.78 ,DOR,11/25/24,,,,
$0.00 ,50%,$46.42 ,"1,790",$92.83 ,UNIT_9_BATH,PNT,Paint door/window trim & jamb - 2 coats (per side),2,$79.68 ,DORT,11/25/24,,,,
$0.00 ,50%,$39.24 ,"1,791",$78.48 ,UNIT_9_BATH,FNH,Door knob - interior,1,$71.36 ,DORH,11/25/24,,,,
$0.00 ,50%,$215.55 ,"1,792",$431.09 ,UNIT_9_BATH,PLM,Toilet,1,$431.09 ,TLT,11/25/24,,,,
$0.00 ,100%,$38.27 ,"1,793",$38.27 ,UNIT_9_BATH,CLN,Clean toilet,1,$38.27 ,TLT,11/25/24,,,Install new vent fan,
$0.00 ,50%,$874.78 ,"1,794","$1,749.56 ",UNIT_9_BATH,CAB,Vanity - High grade,4,"$1,565.63 ",VAN+,11/25/24,,RO Remove only,,
$0.00 ,50%,$374.32 ,"1,795",$748.63 ,UNIT_9_BATH,CAB,Countertop - solid surface,8,$673.97 ,CTSS,11/25/24,,RO Remove only,,
$0.00 ,50%,$565.34 ,"1,796","$1,130.68 ",UNIT_9_BATH,CAB,Cabinetry - full height unit - High grade,2,$993.22 ,FH+,11/25/24,,,,
$0.00 ,50%,$64.57 ,"1,797",$129.14 ,UNIT_9_BATH,CAB,Backsplash - solid surface - Unattached,6,$116.16 ,CTSSBS,11/26/24,,,,
$0.00 ,50%,$38.70 ,"1,798",$77.40 ,UNIT_9_BATH,TBA,Bathroom mirror - Detach & reset,6,$77.40 ,MIRRS,11/25/24,,,,
$0.00 ,50%,$132.61 ,"1,799",$265.22 ,UNIT_9_BATH,PLM,Sink - single,1,$265.22 ,SNK,11/25/24,,,,
$0.00 ,50%,$59.85 ,"1,800",$119.69 ,UNIT_9_BATH,PLM,P-trap assembly - ABS (plastic),1,$108.12 ,PTRAP,11/25/24,,,,
$0.00 ,50%,$108.98 ,"1,801",$217.95 ,UNIT_9_BATH,PLM,Angle stop valve,3,$197.14 ,STOP,11/25/24,,,,
$0.00 ,50%,$43.39 ,"1,802",$86.77 ,UNIT_9_BATH,PLM,Water supply line,2,$77.88 ,SL1,11/25/24,,,,
$0.00 ,50%,$14.70 ,"1,803",$29.39 ,UNIT_9_BATH,PLM,Wax Ring,1,$26.92 ,TLTFL,11/25/24,,,,
$0.00 ,50%,$11.69 ,"1,804",$23.38 ,UNIT_9_BATH,FNH,Towel bar,1,$23.38 ,TBAR,11/25/24,,,,
$0.00 ,50%,$21.52 ,"1,805",$43.03 ,UNIT_9_BATH,FNH,Toilet paper holder,1,$39.31 ,TP,11/25/24,,,,Add 1 sheetrock patches to POL for ceiling with texture and paint due to plumbing and electrial.
