#,Group Code,Group Description,Desc,Age,Condition,Qty,Item Amount,Reported Cost,Unit Cost,Coverage,Sales Tax,RCV,Life,Depreciation Type,Depreciation Amount,Recoverable,ACV,Tax,Replace,Cat,Sel,Owner,Original Vendor,Date
"11,457",,,Magazine rack - Standard grade,0,Average,1,21,0,21,,2.04,23.04,10,Percent,0,Yes,23.04,Yes,No,HSW,MAGZR-,PAULGAGN,,11/2/20
"11,458",,,Magazine rack - High grade,0,Average,1,189,0,189,,18.32,207.32,10,Percent,0,Yes,207.32,Yes,No,HSW,MAGZR+,PAULGAGN,,11/2/20
"11,459",,,Misc. holiday \ Religious decoration - Enter Price,0,Average,1,0,0,0,,0,0,10,Percent,0,Yes,0,Yes,No,HSW,MHDE,PAULGAGN,,11/2/20
"11,460",,,Bath mirror,0,Average,1,89,0,89,,8.63,97.63,20,Percent,0,Yes,97.63,Yes,No,HSW,MIRB,PAULGAGN,,11/2/20
"11,461",,,Bath mirror - Standard grade,0,Average,1,25,0,25,,2.42,27.42,20,Percent,0,Yes,27.42,Yes,No,HSW,MIRB-,PAULGAGN,,11/2/20
"11,462",,,Bath mirror - High grade,0,Average,1,215,0,215,,20.84,235.84,20,Percent,0,Yes,235.84,Yes,No,HSW,MIRB+,PAULGAGN,,11/2/20
"11,463",,,Dresser mirror,0,Average,1,187,0,187,,18.13,205.13,20,Percent,0,Yes,205.13,Yes,No,HSW,MIRD,PAULGAGN,,11/2/20
"11,464",,,Dresser mirror - Standard grade,0,Average,1,99,0,99,,9.6,108.6,20,Percent,0,Yes,108.6,Yes,No,HSW,MIRD-,PAULGAGN,,11/2/20
"11,465",,,Dresser mirror - High grade,0,Average,1,369,0,369,,35.77,404.77,20,Percent,0,Yes,404.77,Yes,No,HSW,MIRD+,PAULGAGN,,11/2/20
"11,466",,,Floor mirror,0,Average,1,200,0,200,,19.39,219.39,20,Percent,0,Yes,219.39,Yes,No,HSW,MIRF,PAULGAGN,,11/2/20
"11,467",,,Floor mirror - Standard grade,0,Average,1,79,0,79,,7.66,86.66,20,Percent,0,Yes,86.66,Yes,No,HSW,MIRF-,PAULGAGN,,11/2/20
"11,468",,,Floor mirror - High grade,0,Average,1,500,0,500,,48.48,548.48,20,Percent,0,Yes,548.48,Yes,No,HSW,MIRF+,PAULGAGN,,11/2/20
"11,469",,,Wall mirror,0,Average,1,169,0,169,,16.38,185.38,20,Percent,0,Yes,185.38,Yes,No,HSW,MIRR,PAULGAGN,,11/2/20
"11,470",,,Wall mirror - Standard grade,0,Average,1,69,0,69,,6.69,75.69,20,Percent,0,Yes,75.69,Yes,No,HSW,MIRR-,PAULGAGN,,11/2/20
"11,471",,,Wall mirror - High grade,0,Average,1,417,0,417,,40.43,457.43,20,Percent,0,Yes,457.43,Yes,No,HSW,MIRR+,PAULGAGN,,11/2/20
"11,472",,,Menorah,0,Average,1,45,0,45,,4.36,49.36,10,Percent,0,Yes,49.36,Yes,No,HSW,MNRH,PAULGAGN,,11/2/20
"11,473",,,Menorah - Standard grade,0,Average,1,17,0,17,,1.65,18.65,10,Percent,0,Yes,18.65,Yes,No,HSW,MNRH-,PAULGAGN,,11/2/20
"11,474",,,Menorah - High grade,0,Average,1,150,0,150,,14.54,164.54,10,Percent,0,Yes,164.54,Yes,No,HSW,MNRH+,PAULGAGN,,11/2/20
"11,475",,,Night light,0,Average,1,17,0,17,,1.65,18.65,10,Percent,0,Yes,18.65,Yes,No,HSW,NTLGT,PAULGAGN,,11/2/20
"11,476",,,Night light - Standard grade,0,Average,1,8.5,0,8.5,,0.82,9.32,10,Percent,0,Yes,9.32,Yes,No,HSW,NTLGT-,PAULGAGN,,11/2/20
"11,477",,,Night light - High grade,0,Average,1,32,0,32,,3.1,35.1,10,Percent,0,Yes,35.1,Yes,No,HSW,NTLGT+,PAULGAGN,,11/2/20
"11,478",,,Christmas ornament - Decoration,0,Average,1,17,0,17,,1.65,18.65,10,Percent,0,Yes,18.65,Yes,No,HSW,ORNA,PAULGAGN,,11/2/20
"11,479",,,Christmas ornament - Decoration - Standard grade,0,Average,1,9,0,9,,0.87,9.87,10,Percent,0,Yes,9.87,Yes,No,HSW,ORNA-,PAULGAGN,,11/2/20
"11,480",,,Christmas ornament - Decoration - High grade,0,Average,1,55,0,55,,5.33,60.33,10,Percent,0,Yes,60.33,Yes,No,HSW,ORNA+,PAULGAGN,,11/2/20
"11,481",,,Artificial plant / flowers,0,Average,1,49,0,49,,4.75,53.75,10,Percent,0,Yes,53.75,Yes,No,HSW,PFLO,PAULGAGN,,11/2/20
"11,482",,,Artificial plant / flowers - Standard grade,0,Average,1,29,0,29,,2.81,31.81,10,Percent,0,Yes,31.81,Yes,No,HSW,PFLO-,PAULGAGN,,11/2/20
"11,483",,,Artificial plant / flowers - High grade,0,Average,1,93,0,93,,9.02,102.02,10,Percent,0,Yes,102.02,Yes,No,HSW,PFLO+,PAULGAGN,,11/2/20
"11,484",,,Artificial plant / flowers - Premium grade,0,Average,1,200,0,200,,19.39,219.39,10,Percent,0,Yes,219.39,Yes,No,HSW,PFLO++,PAULGAGN,,11/2/20
"11,485",,,Pottery,0,Average,1,70,0,70,,6.79,76.79,10,Percent,0,Yes,76.79,Yes,No,HSW,PTRY,PAULGAGN,,11/2/20
"11,486",,,Pottery - Standard grade,0,Average,1,40,0,40,,3.88,43.88,10,Percent,0,Yes,43.88,Yes,No,HSW,PTRY-,PAULGAGN,,11/2/20
"11,487",,,Pottery - High grade,0,Average,1,109,0,109,,10.57,119.57,10,Percent,0,Yes,119.57,Yes,No,HSW,PTRY+,PAULGAGN,,11/2/20
"11,488",,,Curtain rod - Holdbacks,0,Average,1,35,0,35,,3.39,38.39,10,Percent,0,Yes,38.39,Yes,No,HSW,RODCU,PAULGAGN,,11/2/20
"11,489",,,Curtain rod - Holdbacks - Standard grade,0,Average,1,14,0,14,,1.36,15.36,10,Percent,0,Yes,15.36,Yes,No,HSW,RODCU-,PAULGAGN,,11/2/20
"11,490",,,Curtain rod - Holdbacks - High grade,0,Average,1,85,0,85,,8.24,93.24,10,Percent,0,Yes,93.24,Yes,No,HSW,RODCU+,PAULGAGN,,11/2/20
"11,491",,,Restore and repair - HSW - Enter price,0,Average,1,0,0,0,,0,0,0,Percent,0,Yes,0,Yes,No,HSW,RSTR,PAULGAGN,,11/2/20
"11,492",,,Room divider / decorative screen,0,Average,1,175,0,175,,16.97,191.97,10,Percent,0,Yes,191.97,Yes,No,HSW,SCRN,PAULGAGN,,11/2/20
"11,493",,,Room divider / decorative screen - Standard grade,0,Average,1,89,0,89,,8.63,97.63,10,Percent,0,Yes,97.63,Yes,No,HSW,SCRN-,PAULGAGN,,11/2/20
"11,494",,,Room divider / decorative screen - High grade,0,Average,1,499,0,499,,48.38,547.38,10,Percent,0,Yes,547.38,Yes,No,HSW,SCRN+,PAULGAGN,,11/2/20
"11,495",,,Storage cart,0,Average,1,60,0,60,,5.82,65.82,10,Percent,0,Yes,65.82,Yes,No,HSW,SCRT,PAULGAGN,,11/2/20
"11,496",,,Storage cart - Standard grade,0,Average,1,25,0,25,,2.42,27.42,10,Percent,0,Yes,27.42,Yes,No,HSW,SCRT-,PAULGAGN,,11/2/20
"11,497",,,Storage cart - High grade,0,Average,1,210,0,210,,20.36,230.36,10,Percent,0,Yes,230.36,Yes,No,HSW,SCRT+,PAULGAGN,,11/2/20
"11,498",,,Shadow box,0,Average,1,30,0,30,,2.91,32.91,10,Percent,0,Yes,32.91,Yes,No,HSW,SHBX,PAULGAGN,,11/2/20
"11,499",,,Shadow box - Standard grade,0,Average,1,12,0,12,,1.16,13.16,10,Percent,0,Yes,13.16,Yes,No,HSW,SHBX-,PAULGAGN,,11/2/20
"11,500",,,Shadow box - High grade,0,Average,1,95,0,95,,9.21,104.21,10,Percent,0,Yes,104.21,Yes,No,HSW,SHBX+,PAULGAGN,,11/2/20
"11,501",,,Specialty lighting,0,Average,1,30,0,30,,2.91,32.91,10,Percent,0,Yes,32.91,Yes,No,HSW,SPELIT,PAULGAGN,,11/2/20
"11,502",,,Specialty lighting - Standard grade,0,Average,1,13,0,13,,1.26,14.26,10,Percent,0,Yes,14.26,Yes,No,HSW,SPELIT-,PAULGAGN,,11/2/20
"11,503",,,Specialty lighting - High grade,0,Average,1,100,0,100,,9.7,109.7,10,Percent,0,Yes,109.7,Yes,No,HSW,SPELIT+,PAULGAGN,,11/2/20
"11,504",,,Artificial tree,0,Average,1,106,0,106,,10.28,116.28,10,Percent,0,Yes,116.28,Yes,No,HSW,TREE,PAULGAGN,,11/2/20
"11,505",,,Artificial tree - Standard grade,0,Average,1,59,0,59,,5.72,64.72,10,Percent,0,Yes,64.72,Yes,No,HSW,TREE-,PAULGAGN,,11/2/20
"11,506",,,Artificial tree - High grade,0,Average,1,175,0,175,,16.97,191.97,10,Percent,0,Yes,191.97,Yes,No,HSW,TREE+,PAULGAGN,,11/2/20
"11,507",,,Artificial tree - Premium grade,0,Average,1,275,0,275,,26.66,301.66,10,Percent,0,Yes,301.66,Yes,No,HSW,TREE++,PAULGAGN,,11/2/20
"11,508",,,Artificial tree - Deluxe grade,0,Average,1,418,0,418,,40.53,458.53,10,Percent,0,Yes,458.53,Yes,No,HSW,TREE+++,PAULGAGN,,11/2/20
"11,509",,,Umbrella stand,0,Average,1,79,0,79,,7.66,86.66,10,Percent,0,Yes,86.66,Yes,No,HSW,UMST,PAULGAGN,,11/2/20
"11,510",,,Umbrella stand - Standard grade,0,Average,1,35,0,35,,3.39,38.39,10,Percent,0,Yes,38.39,Yes,No,HSW,UMST-,PAULGAGN,,11/2/20
"11,511",,,Umbrella stand - High grade,0,Average,1,175,0,175,,16.97,191.97,10,Percent,0,Yes,191.97,Yes,No,HSW,UMST+,PAULGAGN,,11/2/20
"11,512",,,Window valance,0,Average,1,22,0,22,,2.13,24.13,10,Percent,0,Yes,24.13,Yes,No,HSW,VALA,PAULGAGN,,11/2/20
"11,513",,,Window valance - Standard grade,0,Average,1,10,0,10,,0.97,10.97,10,Percent,0,Yes,10.97,Yes,No,HSW,VALA-,PAULGAGN,,11/2/20
"11,514",,,Window valance - High grade,0,Average,1,50,0,50,,4.85,54.85,10,Percent,0,Yes,54.85,Yes,No,HSW,VALA+,PAULGAGN,,11/2/20
"11,515",,,Vase / Crystal vase,0,Average,1,50,0,50,,4.85,54.85,10,Percent,0,Yes,54.85,Yes,No,HSW,VASE,PAULGAGN,,11/2/20
"11,516",,,Vase / Crystal vase - Standard grade,0,Average,1,20,0,20,,1.94,21.94,10,Percent,0,Yes,21.94,Yes,No,HSW,VASE-,PAULGAGN,,11/2/20
"11,517",,,Vase / Crystal vase - High grade,0,Average,1,100,0,100,,9.7,109.7,10,Percent,0,Yes,109.7,Yes,No,HSW,VASE+,PAULGAGN,,11/2/20
"11,518",,,Vase / Crystal vase - Premium grade,0,Average,1,350,0,350,,33.93,383.93,10,Percent,0,Yes,383.93,Yes,No,HSW,VASE++,PAULGAGN,,11/2/20
"11,519",,,Wastebasket / garbage / trash can,0,Average,1,34,0,34,,3.3,37.3,10,Percent,0,Yes,37.3,Yes,No,HSW,WST,PAULGAGN,,11/2/20
"11,520",,,Wastebasket / garbage / trash can - Standard grade,0,Average,1,11,0,11,,1.07,12.07,10,Percent,0,Yes,12.07,Yes,No,HSW,WST-,PAULGAGN,,11/2/20
"11,521",,,Wastebasket / garbage / trash can - High grade,0,Average,1,79,0,79,,7.66,86.66,10,Percent,0,Yes,86.66,Yes,No,HSW,WST+,PAULGAGN,,11/2/20
"11,522",,,Wastebasket / garbage / trash can - Premium grade,0,Average,1,179,0,179,,17.35,196.35,10,Percent,0,Yes,196.35,Yes,No,HSW,WST++,PAULGAGN,,11/2/20
"11,523",,,Central air conditioning system - 5 ton - 16-21 SEER,0,Average,1,"5,726.32",0,"5,726.32",,345.82,7286.56,15,Percent,0,Yes,"7,286.56",Yes,No,HVC,AC>>++,PAULGAGN,,11/2/20
"11,524",,,Central air conditioning system - 3 ton - up to 13 SEER,0,Average,1,"3,504.18",0,"3,504.18",,179.06,4419.9,15,Percent,0,Yes,"4,419.90",Yes,No,HVC,AC,PAULGAGN,,11/2/20
"11,525",,,Central air conditioning system - 3 ton - 14-15 SEER,0,Average,1,"3,848.87",0,"3,848.87",,212.48,4873.63,15,Percent,0,Yes,"4,873.63",Yes,No,HVC,AC+,PAULGAGN,,11/2/20
"11,526",,,Central air conditioning system - 3 ton - 16-21 SEER,0,Average,1,"4,540.11",0,"4,540.11",,279.5,5783.53,15,Percent,0,Yes,"5,783.53",Yes,No,HVC,AC++,PAULGAGN,,11/2/20
"11,527",,,Central air conditioning system - 2 ton - up to 13 SEER,0,Average,1,"2,872.32",0,"2,872.32",,152.59,3629.89,15,Percent,0,Yes,"3,629.89",Yes,No,HVC,AC<,PAULGAGN,,11/2/20
"11,528",,,Central air conditioning system - 2 ton - 14-15 SEER,0,Average,1,"3,126.82",0,"3,126.82",,177.26,3964.9,15,Percent,0,Yes,"3,964.90",Yes,No,HVC,AC<+,PAULGAGN,,11/2/20
"11,529",,,Central air conditioning system - 2 ton - 16-21 SEER,0,Average,1,"4,023.32",0,"4,023.32",,264.18,5145,15,Percent,0,Yes,"5,145.00",Yes,No,HVC,AC<++,PAULGAGN,,11/2/20
"11,530",,,Central air conditioning system - 2.5 ton - up to 13 SEER,0,Average,1,"2,954.60",0,"2,954.60",,160.56,3738.2,15,Percent,0,Yes,"3,738.20",Yes,No,HVC,AC<25,PAULGAGN,,11/2/20
"11,531",,,Central air conditioning system - 2.5 ton - 14-15 SEER,0,Average,1,"3,171.97",0,"3,171.97",,181.64,4024.33,15,Percent,0,Yes,"4,024.33",Yes,No,HVC,AC<25+,PAULGAGN,,11/2/20
"11,532",,,Central air conditioning system - 4 ton - up to 13 SEER,0,Average,1,"4,116.12",0,"4,116.12",,220.3,5203.7,15,Percent,0,Yes,"5,203.70",Yes,No,HVC,AC>,PAULGAGN,,11/2/20
"11,533",,,Central air conditioning system - 4 ton - 14-15 SEER,0,Average,1,"4,317.03",0,"4,317.03",,239.77,5468.16,15,Percent,0,Yes,"5,468.16",Yes,No,HVC,AC>+,PAULGAGN,,11/2/20
"11,534",,,Central air conditioning system - 4 ton - 16-21 SEER,0,Average,1,"4,960.62",0,"4,960.62",,302.17,6315.35,15,Percent,0,Yes,"6,315.35",Yes,No,HVC,AC>++,PAULGAGN,,11/2/20
"11,535",,,Central air conditioning system - 5 ton - up to 13 SEER,0,Average,1,"4,750.44",0,"4,750.44",,251.21,6001.97,15,Percent,0,Yes,"6,001.97",Yes,No,HVC,AC>>,PAULGAGN,,11/2/20
"11,536",,,Central air conditioning system - 5 ton - 14-15 SEER,0,Average,1,"5,319.88",0,"5,319.88",,306.42,6751.56,15,Percent,0,Yes,"6,751.56",Yes,No,HVC,AC>>+,PAULGAGN,,11/2/20
"11,537",,,"Air conditioning unit, 10 ton - Commercial grade",0,Average,1,"10,301.21",0,"10,301.21",,516.7,12981.49,15,Percent,0,Yes,"12,981.49",Yes,No,HVC,AC10,PAULGAGN,,11/2/20
"11,538",,,"Air conditioning unit, 15 ton - Commercial grade",0,Average,1,"17,135.42",0,"17,135.42",,"1,074.47",21851.87,15,Percent,0,Yes,"21,851.87",Yes,No,HVC,AC15,PAULGAGN,,11/2/20
"11,539",,,"Air conditioning unit, 2 ton - Commercial grade",0,Average,1,"4,584.04",0,"4,584.04",,207.28,5749.58,15,Percent,0,Yes,"5,749.58",Yes,No,HVC,AC2,PAULGAGN,,11/2/20
"11,540",,,"Air conditioning unit, 20 ton - Commercial grade",0,Average,1,"18,895.27",0,"18,895.27",,"1,139.07",24041.2,15,Percent,0,Yes,"24,041.20",Yes,No,HVC,AC20,PAULGAGN,,11/2/20
"11,541",,,Central air conditioning system - 3.5 ton - up to 13 SEER,0,Average,1,"3,644.70",0,"3,644.70",,192.69,4604.87,15,Percent,0,Yes,"4,604.87",Yes,No,HVC,AC35,PAULGAGN,,11/2/20
"11,542",,,Central air conditioning system - 3.5 ton - 14-15 SEER,0,Average,1,"3,920.92",0,"3,920.92",,219.47,4968.47,15,Percent,0,Yes,"4,968.47",Yes,No,HVC,AC35+,PAULGAGN,,11/2/20
"11,543",,,"Air conditioning unit, 5 ton - Commercial grade",0,Average,1,"7,646.16",0,"7,646.16",,384.21,9636.43,15,Percent,0,Yes,"9,636.43",Yes,No,HVC,AC5,PAULGAGN,,11/2/20
"11,544",,,"Air conditioning unit, 8 ton - Commercial grade",0,Average,1,"9,826.40",0,"9,826.40",,492.13,12382.25,15,Percent,0,Yes,"12,382.25",Yes,No,HVC,AC8,PAULGAGN,,11/2/20
"11,545",,,Central air - condenser unit - 2 ton - 14-15 SEER,0,Average,1,"1,800.40",0,"1,800.40",,124.53,2309.91,15,Percent,0,Yes,"2,309.91",Yes,No,HVC,ACCN2+,PAULGAGN,,11/2/20
"11,546",,,Central air - condenser unit - 2 ton - 16-21 SEER,0,Average,1,"2,696.91",0,"2,696.91",,211.45,3490.04,15,Percent,0,Yes,"3,490.04",Yes,No,HVC,ACCN2++,PAULGAGN,,11/2/20
"11,547",,,Central air - condenser unit - 2.5 ton - up to 13 SEER,0,Average,1,"1,628.19",0,"1,628.19",,107.84,2083.23,15,Percent,0,Yes,"2,083.23",Yes,No,HVC,ACCN25,PAULGAGN,,11/2/20
"11,548",,,Central air - condenser unit - 2.5 ton - 14-15 SEER,0,Average,1,"1,845.56",0,"1,845.56",,128.91,2369.35,15,Percent,0,Yes,"2,369.35",Yes,No,HVC,ACCN25+,PAULGAGN,,11/2/20
"11,549",,,Central air - condenser unit - 3 ton - 14-15 SEER,0,Average,1,"2,259.09",0,"2,259.09",,151.99,2893.3,15,Percent,0,Yes,"2,893.30",Yes,No,HVC,ACCN3+,PAULGAGN,,11/2/20
"11,550",,,Central air - condenser unit - 3 ton - 16-21 SEER,0,Average,1,"2,950.33",0,"2,950.33",,219.01,3803.2,15,Percent,0,Yes,"3,803.20",Yes,No,HVC,ACCN3++,PAULGAGN,,11/2/20
"11,551",,,Central air - condenser unit - 3.5 ton - up to 13 SEER,0,Average,1,"2,054.92",0,"2,054.92",,132.2,2624.54,15,Percent,0,Yes,"2,624.54",Yes,No,HVC,ACCN35,PAULGAGN,,11/2/20
"11,552",,,Central air - condenser unit - 3.5 ton - 14-15 SEER,0,Average,1,"2,331.14",0,"2,331.14",,158.98,2988.14,15,Percent,0,Yes,"2,988.14",Yes,No,HVC,ACCN35+,PAULGAGN,,11/2/20
"11,553",,,Central air - condenser unit - 4 ton - 14-15 SEER,0,Average,1,"2,411.97",0,"2,411.97",,162.23,3089.02,15,Percent,0,Yes,"3,089.02",Yes,No,HVC,ACCN4+,PAULGAGN,,11/2/20
"11,554",,,Central air - condenser unit - 4 ton - 16-21 SEER,0,Average,1,"3,055.56",0,"3,055.56",,224.63,3936.21,15,Percent,0,Yes,"3,936.21",Yes,No,HVC,ACCN4++,PAULGAGN,,11/2/20
"11,555",,,Central air - condenser unit - 5 ton - 14-15 SEER,0,Average,1,"3,040.41",0,"3,040.41",,217.85,3909.92,15,Percent,0,Yes,"3,909.92",Yes,No,HVC,ACCN5+,PAULGAGN,,11/2/20
"11,556",,,Central air - condenser unit - 5 ton - 16-21 SEER,0,Average,1,"3,446.85",0,"3,446.85",,257.25,4444.92,15,Percent,0,Yes,"4,444.92",Yes,No,HVC,ACCN5++,PAULGAGN,,11/2/20
"11,557",,,Central air - condenser unit - 3 ton - up to 13 SEER,0,Average,1,"1,914.40",0,"1,914.40",,118.58,2439.58,15,Percent,0,Yes,"2,439.58",Yes,No,HVC,ACCND,PAULGAGN,,11/2/20
"11,558",,,Central air - condenser unit - 2 ton - up to 13 SEER,0,Average,1,"1,545.91",0,"1,545.91",,99.86,1974.93,15,Percent,0,Yes,"1,974.93",Yes,No,HVC,ACCND<,PAULGAGN,,11/2/20
"11,559",,,Central air - condenser unit - 4 ton - up to 13 SEER,0,Average,1,"2,211.06",0,"2,211.06",,142.76,2824.58,15,Percent,0,Yes,"2,824.58",Yes,No,HVC,ACCND>,PAULGAGN,,11/2/20
"11,560",,,Central air - condenser unit - 5 ton - up to 13 SEER,0,Average,1,"2,470.97",0,"2,470.97",,162.64,3160.31,15,Percent,0,Yes,"3,160.31",Yes,No,HVC,ACCND>>,PAULGAGN,,11/2/20
"11,561",,,Central air - condenser unit - Detach & reset,0,Average,1,774.02,0,774.02,,0,928.82,0,Percent,0,Yes,928.82,Yes,No,HVC,ACCNDRS,PAULGAGN,,11/2/20
"11,562",,,Air conditioning cover,0,Average,1,39.44,0,39.44,,1.64,49.28,15,Percent,0,Yes,49.28,Yes,No,HVC,ACCVR,PAULGAGN,,11/2/20
"11,563",,,Central air - DX package system - 3 ton,0,Average,1,"9,597.24",0,"9,597.24",,573.27,12204.61,15,Percent,0,Yes,"12,204.61",Yes,No,HVC,ACDXP,PAULGAGN,,11/2/20
"11,564",,,A/C fin condenser cage (Bid Item),0,Average,1,0,0,0,,0,0,0,Percent,0,Yes,0,Yes,No,HVC,ACFINC,PAULGAGN,,11/2/20
"11,565",,,Comb/straighten a/c cond. fins - w/out trip charge - Large,0,Average,1,127.18,0,127.18,,0,152.62,0,Percent,0,Yes,152.62,Yes,No,HVC,ACFINN>,PAULGAGN,,11/2/20
"11,566",,,Comb and straighten a/c condenser fins - with trip charge,0,Average,1,222.73,0,222.73,,0,267.27,0,Percent,0,Yes,267.27,Yes,No,HVC,ACFINS,PAULGAGN,,11/2/20
"11,567",,,Comb/straighten a/c cond. fins - w/trip charge - Large,0,Average,1,264.95,0,264.95,,0,317.95,0,Percent,0,Yes,317.95,Yes,No,HVC,ACFINS>,PAULGAGN,,11/2/20
"11,568",,,Comb and straighten a/c condenser fins - w/out trip charge,0,Average,1,95.41,0,95.41,,0,114.49,0,Percent,0,Yes,114.49,Yes,No,HVC,ACFINSN,PAULGAGN,,11/2/20
"11,569",,,Air conditioning unit - mobile home,0,Average,1,"1,406.94",0,"1,406.94",,97.34,1805.14,15,Percent,0,Yes,"1,805.14",Yes,No,HVC,ACM,PAULGAGN,,11/2/20
"11,570",,,"Condenser pad - 24"" x 24""",0,Average,1,66.41,0,66.41,,3.58,83.99,15,Percent,0,Yes,83.99,Yes,No,HVC,ACP,PAULGAGN,,11/2/20
"11,571",,,"Condenser pad - 36"" x 36""",0,Average,1,84.5,0,84.5,,5.33,107.79,15,Percent,0,Yes,107.79,Yes,No,HVC,ACP>,PAULGAGN,,11/2/20
"11,572",,,Central air cond. system - refrigerant only,0,Average,1,22.5,0,22.5,,2.18,29.62,15,Percent,0,Yes,29.62,Yes,No,HVC,ACR,PAULGAGN,,11/2/20
"11,573",,,Central air cond. system - recharge - 10lb refrigerant,0,Average,1,286.47,0,286.47,,16,362.97,15,Percent,0,Yes,362.97,Yes,No,HVC,ACRC,PAULGAGN,,11/2/20
"11,574",,,Central air cond. system - recharge - 5lb refrigerant,0,Average,1,182.55,0,182.55,,8,228.67,15,Percent,0,Yes,228.67,Yes,No,HVC,ACRC<,PAULGAGN,,11/2/20
"11,575",,,Central air cond. system - recharge - 13lb refrigerant,0,Average,1,357.25,0,357.25,,20.78,453.65,15,Percent,0,Yes,453.65,Yes,No,HVC,ACRC>,PAULGAGN,,11/2/20
"11,576",,,Central air cond. system - recharge - 17lb refrigerant,0,Average,1,432.18,0,432.18,,26.66,550.62,15,Percent,0,Yes,550.62,Yes,No,HVC,ACRC>>,PAULGAGN,,11/2/20
"11,577",,,Central air cond. system - refrigerant evacuation,0,Average,1,181.29,0,181.29,,0,217.55,15,Percent,0,Yes,217.55,Yes,No,HVC,ACREV,PAULGAGN,,11/2/20
"11,578",,,Central air - filter drier repair - up to 16 cu. in.,0,Average,1,86.29,0,86.29,,3.88,108.21,15,Percent,0,Yes,108.21,Yes,No,HVC,ACRFD,PAULGAGN,,11/2/20
"11,579",,,Central air - filter drier repair - 16.1 to 30 cu. in.,0,Average,1,113.55,0,113.55,,6.52,144.09,15,Percent,0,Yes,144.09,Yes,No,HVC,ACRFD>,PAULGAGN,,11/2/20
"11,580",,,Central air - condenser repair - contactor - 30 amp,0,Average,1,303.65,0,303.65,,6.59,372.3,15,Percent,0,Yes,372.3,Yes,No,HVC,ACRPC,PAULGAGN,,11/2/20
"11,581",,,Central air - condenser repair - contactor - 40 amp,0,Average,1,323.65,0,323.65,,8.53,398.62,15,Percent,0,Yes,398.62,Yes,No,HVC,ACRPC>,PAULGAGN,,11/2/20
"11,582",,,Central air - condenser repair - capacitor,0,Average,1,217.89,0,217.89,,1.42,263.17,15,Percent,0,Yes,263.17,Yes,No,HVC,ACRPCAP,PAULGAGN,,11/2/20
"11,583",,,Central air- condenser repair- capacitor & contactor 30amp,0,Average,1,425.17,0,425.17,,8.01,519.82,15,Percent,0,Yes,519.82,Yes,No,HVC,ACRPCC,PAULGAGN,,11/2/20
"11,584",,,Central air- condenser repair- capacitor & contactor 40amp,0,Average,1,445.17,0,445.17,,9.95,546.16,15,Percent,0,Yes,546.16,Yes,No,HVC,ACRPCC>,PAULGAGN,,11/2/20
"11,585",,,Central air - condenser repair - compressor,0,Average,1,"1,208.36",0,"1,208.36",,67.74,1531.32,15,Percent,0,Yes,"1,531.32",Yes,No,HVC,ACRPCM,PAULGAGN,,11/2/20
"11,586",,,Central air - condenser repair - fan blade and guard,0,Average,1,350.26,0,350.26,,22,446.72,15,Percent,0,Yes,446.72,Yes,No,HVC,ACRPFAN,PAULGAGN,,11/2/20
"11,587",,,Central air - condenser repair - fan guard,0,Average,1,197.18,0,197.18,,15.53,255.25,15,Percent,0,Yes,255.25,Yes,No,HVC,ACRPFG,PAULGAGN,,11/2/20
"11,588",,,Central air - condenser repair - fan motor,0,Average,1,523.95,0,523.95,,18.19,650.58,15,Percent,0,Yes,650.58,Yes,No,HVC,ACRPM,PAULGAGN,,11/2/20
"11,589",,,Air conditioning security cage,0,Average,1,348.49,0,348.49,,23.27,446.12,15,Percent,0,Yes,446.12,Yes,No,HVC,ACSC,PAULGAGN,,11/2/20
"11,590",,,Air conditioning security cage - High grade,0,Average,1,508.49,0,508.49,,38.78,656.73,15,Percent,0,Yes,656.73,Yes,No,HVC,ACSC+,PAULGAGN,,11/2/20
"11,591",,,"AC unit w/sleeve - through-wall/window - 8,000 BTU",0,Average,1,951.51,0,951.51,,63.37,1217.86,15,Percent,0,Yes,"1,217.86",Yes,No,HVC,ACTW,PAULGAGN,,11/2/20
"11,592",,,"AC unit w/sleeve - through-wall/window - 5,000 BTU",0,Average,1,817.29,0,817.29,,50.36,1041.19,15,Percent,0,Yes,"1,041.19",Yes,No,HVC,ACTW<,PAULGAGN,,11/2/20
"11,593",,,"AC unit w/sleeve - through-wall/window - 12,000 BTU",0,Average,1,"1,046.00",0,"1,046.00",,72.53,1342.23,15,Percent,0,Yes,"1,342.23",Yes,No,HVC,ACTW>,PAULGAGN,,11/2/20
"11,594",,,"AC unit w/sleeve - through-wall/window - 18,000 BTU",0,Average,1,"1,190.36",0,"1,190.36",,86.53,1532.25,15,Percent,0,Yes,"1,532.25",Yes,No,HVC,ACTW>>,PAULGAGN,,11/2/20
"11,595",,,AC unit w/sleeve - through wall - Detach & reset,0,Average,1,306.27,0,306.27,,0,367.53,0,Percent,0,Yes,367.53,Yes,No,HVC,ACTWRS,PAULGAGN,,11/2/20
"11,596",,,Air exchange system - Commercial,0,Average,1,"13,712.94",0,"13,712.94",,775.6,17386.26,15,Percent,0,Yes,"17,386.26",Yes,No,HVC,AEXC,PAULGAGN,,11/2/20
"11,597",,,Air exchange system - Residential,0,Average,1,"4,052.45",0,"4,052.45",,139.61,5030.48,15,Percent,0,Yes,"5,030.48",Yes,No,HVC,AEXR,PAULGAGN,,11/2/20
