#,Group Code,Group Description,Desc,Age,Condition,Qty,Item Amount,Reported Cost,Unit Cost,Unit,Coverage,Activity,Worker's Wage,Labor burden,Labor Overhead,Material,Equipment,Market Conditions,Labor Minimum,Sales Tax,RCV,Life,Depreciation Type,Depreciation Amount,Recoverable,ACV,Tax,Replace,Cat,Sel,Owner,Original Vendor,Date
"6,234",,,Audio / Video receiver - Standard grade,0.00,Average,1.00,150.00,0.00,150.00,EA,,Replace,0.00,0.00,0.00,150.00,0.00,0.00,None,12.00,162,10.00,Percent,0.00,Yes,162.00,Yes,No,ELC,AVR-,PAULGAGN,,11/2/2020
"6,235",,,Audio / Video receiver - High grade,0.00,Average,1.00,"1,400.00",0.00,"1,400.00",EA,,Replace,0.00,0.00,0.00,"1,400.00",0.00,0.00,None,112.00,1512,10.00,Percent,0.00,Yes,"1,512.00",Yes,No,ELC,AVR+,PAULGAGN,,11/2/2020
"6,236",,,Boombox,0.00,Average,1.00,46.00,0.00,46.00,EA,,Replace,0.00,0.00,0.00,46.00,0.00,0.00,None,3.68,49.68,10.00,Percent,0.00,Yes,49.68,Yes,No,ELC,BMBOX,PAULGAGN,,11/2/2020
"6,237",,,Boombox - Standard grade,0.00,Average,1.00,28.00,0.00,28.00,EA,,Replace,0.00,0.00,0.00,28.00,0.00,0.00,None,2.24,30.24,10.00,Percent,0.00,Yes,30.24,Yes,No,ELC,BMBOX-,PAULGAGN,,11/2/2020
"6,238",,,Boombox - High grade,0.00,Average,1.00,110.00,0.00,110.00,EA,,Replace,0.00,0.00,0.00,110.00,0.00,0.00,None,8.80,118.8,10.00,Percent,0.00,Yes,118.80,Yes,No,ELC,BMBOX+,PAULGAGN,,11/2/2020
"6,239",,,Batteries - Lead acid - Enter price,0.00,Average,1.00,0.00,0.00,0.00,EA,,Replace,0.00,0.00,0.00,0.00,0.00,0.00,None,0.00,0,10.00,Percent,0.00,Yes,0.00,Yes,No,ELC,BTLA,PAULGAGN,,11/2/2020
"6,240",,,CB radio,0.00,Average,1.00,96.00,0.00,96.00,EA,,Replace,0.00,0.00,0.00,96.00,0.00,0.00,None,7.68,103.68,10.00,Percent,0.00,Yes,103.68,Yes,No,ELC,CBR,PAULGAGN,,11/2/2020
"6,241",,,CB radio - Standard grade,0.00,Average,1.00,50.00,0.00,50.00,EA,,Replace,0.00,0.00,0.00,50.00,0.00,0.00,None,4.00,54,10.00,Percent,0.00,Yes,54.00,Yes,No,ELC,CBR-,PAULGAGN,,11/2/2020
"6,242",,,CB radio - High grade,0.00,Average,1.00,150.00,0.00,150.00,EA,,Replace,0.00,0.00,0.00,150.00,0.00,0.00,None,12.00,162,10.00,Percent,0.00,Yes,162.00,Yes,No,ELC,CBR+,PAULGAGN,,11/2/2020
"6,243",,,Portable CD player,0.00,Average,1.00,30.00,0.00,30.00,EA,,Replace,0.00,0.00,0.00,30.00,0.00,0.00,None,2.40,32.4,10.00,Percent,0.00,Yes,32.40,Yes,No,ELC,CDP,PAULGAGN,,11/2/2020
"6,244",,,Portable CD player - Standard grade,0.00,Average,1.00,18.00,0.00,18.00,EA,,Replace,0.00,0.00,0.00,18.00,0.00,0.00,None,1.44,19.44,10.00,Percent,0.00,Yes,19.44,Yes,No,ELC,CDP-,PAULGAGN,,11/2/2020
"6,245",,,Portable CD player - High grade,0.00,Average,1.00,50.00,0.00,50.00,EA,,Replace,0.00,0.00,0.00,50.00,0.00,0.00,None,4.00,54,10.00,Percent,0.00,Yes,54.00,Yes,No,ELC,CDP+,PAULGAGN,,11/2/2020
"6,246",,,CD player,0.00,Average,1.00,200.00,0.00,200.00,EA,,Replace,0.00,0.00,0.00,200.00,0.00,0.00,None,16.00,216,10.00,Percent,0.00,Yes,216.00,Yes,No,ELC,CDPL,PAULGAGN,,11/2/2020
"6,247",,,Alarm clock / Clock radio,0.00,Average,1.00,28.00,0.00,28.00,EA,,Replace,0.00,0.00,0.00,28.00,0.00,0.00,None,2.24,30.24,10.00,Percent,0.00,Yes,30.24,Yes,No,ELC,CLOKA,PAULGAGN,,11/2/2020
"6,248",,,Alarm clock / Clock radio - Standard grade,0.00,Average,1.00,15.00,0.00,15.00,EA,,Replace,0.00,0.00,0.00,15.00,0.00,0.00,None,1.20,16.2,10.00,Percent,0.00,Yes,16.20,Yes,No,ELC,CLOKA-,PAULGAGN,,11/2/2020
"6,249",,,Alarm clock / Clock radio - High grade,0.00,Average,1.00,56.00,0.00,56.00,EA,,Replace,0.00,0.00,0.00,56.00,0.00,0.00,None,4.48,60.48,10.00,Percent,0.00,Yes,60.48,Yes,No,ELC,CLOKA+,PAULGAGN,,11/2/2020
"6,250",,,Alarm clock / Clock radio - Premium grade,0.00,Average,1.00,150.00,0.00,150.00,EA,,Replace,0.00,0.00,0.00,150.00,0.00,0.00,None,12.00,162,10.00,Percent,0.00,Yes,162.00,Yes,No,ELC,CLOKA++,PAULGAGN,,11/2/2020
"6,251",,,Travel alarm clock,0.00,Average,1.00,30.00,0.00,30.00,EA,,Replace,0.00,0.00,0.00,30.00,0.00,0.00,None,2.40,32.4,10.00,Percent,0.00,Yes,32.40,Yes,No,ELC,CLOKT,PAULGAGN,,11/2/2020
"6,252",,,Cordless phone battery,0.00,Average,1.00,17.00,0.00,17.00,EA,,Replace,0.00,0.00,0.00,17.00,0.00,0.00,None,1.36,18.36,10.00,Percent,0.00,Yes,18.36,Yes,No,ELC,CPB,PAULGAGN,,11/2/2020
"6,253",,,Cordless phone battery - Standard grade,0.00,Average,1.00,10.00,0.00,10.00,EA,,Replace,0.00,0.00,0.00,10.00,0.00,0.00,None,0.80,10.8,10.00,Percent,0.00,Yes,10.80,Yes,No,ELC,CPB-,PAULGAGN,,11/2/2020
"6,254",,,Cordless phone battery - High grade,0.00,Average,1.00,34.00,0.00,34.00,EA,,Replace,0.00,0.00,0.00,34.00,0.00,0.00,None,2.72,36.72,10.00,Percent,0.00,Yes,36.72,Yes,No,ELC,CPB+,PAULGAGN,,11/2/2020
"6,255",,,Cell phone charger,0.00,Average,1.00,20.00,0.00,20.00,EA,,Replace,0.00,0.00,0.00,20.00,0.00,0.00,None,1.60,21.6,10.00,Percent,0.00,Yes,21.60,Yes,No,ELC,CPBP,PAULGAGN,,11/2/2020
"6,256",,,Cell phone Bluetooth headset,0.00,Average,1.00,35.00,0.00,35.00,EA,,Replace,0.00,0.00,0.00,35.00,0.00,0.00,None,2.80,37.8,10.00,Percent,0.00,Yes,37.80,Yes,No,ELC,CPHF,PAULGAGN,,11/2/2020
"6,257",,,Cell phone,0.00,Average,1.00,200.00,0.00,200.00,EA,,Replace,0.00,0.00,0.00,200.00,0.00,0.00,None,16.00,216,5.00,Percent,0.00,Yes,216.00,Yes,No,ELC,CPHN,PAULGAGN,,11/2/2020
"6,258",,,Cell phone - Standard grade,0.00,Average,1.00,50.00,0.00,50.00,EA,,Replace,0.00,0.00,0.00,50.00,0.00,0.00,None,4.00,54,5.00,Percent,0.00,Yes,54.00,Yes,No,ELC,CPHN-,PAULGAGN,,11/2/2020
"6,259",,,Cell phone - High grade,0.00,Average,1.00,450.00,0.00,450.00,EA,,Replace,0.00,0.00,0.00,450.00,0.00,0.00,None,36.00,486,5.00,Percent,0.00,Yes,486.00,Yes,No,ELC,CPHN+,PAULGAGN,,11/2/2020
"6,260",,,Cell phone - Premium grade,0.00,Average,1.00,800.00,0.00,800.00,EA,,Replace,0.00,0.00,0.00,800.00,0.00,0.00,None,64.00,864,5.00,Percent,0.00,Yes,864.00,Yes,No,ELC,CPHN++,PAULGAGN,,11/2/2020
"6,261",,,Cell phone - Deluxe grade,0.00,Average,1.00,"1,200.00",0.00,"1,200.00",EA,,Replace,0.00,0.00,0.00,"1,200.00",0.00,0.00,None,96.00,1296,5.00,Percent,0.00,Yes,"1,296.00",Yes,No,ELC,CPHN+++,PAULGAGN,,11/2/2020
"6,262",,,Cell phone case / holder,0.00,Average,1.00,25.00,0.00,25.00,EA,,Replace,0.00,0.00,0.00,25.00,0.00,0.00,None,2.00,27,10.00,Percent,0.00,Yes,27.00,Yes,No,ELC,CPPH,PAULGAGN,,11/2/2020
"6,263",,,Digital book reader / eBook reader,0.00,Average,1.00,130.00,0.00,130.00,EA,,Replace,0.00,0.00,0.00,130.00,0.00,0.00,None,10.40,140.4,10.00,Percent,0.00,Yes,140.40,Yes,No,ELC,DBR,PAULGAGN,,11/2/2020
"6,264",,,Digital book reader / eBook reader - Standard grade,0.00,Average,1.00,70.00,0.00,70.00,EA,,Replace,0.00,0.00,0.00,70.00,0.00,0.00,None,5.60,75.6,10.00,Percent,0.00,Yes,75.60,Yes,No,ELC,DBR-,PAULGAGN,,11/2/2020
"6,265",,,Digital book reader / eBook reader - High grade,0.00,Average,1.00,250.00,0.00,250.00,EA,,Replace,0.00,0.00,0.00,250.00,0.00,0.00,None,20.00,270,10.00,Percent,0.00,Yes,270.00,Yes,No,ELC,DBR+,PAULGAGN,,11/2/2020
"6,266",,,Digital book reader case,0.00,Average,1.00,18.00,0.00,18.00,EA,,Replace,0.00,0.00,0.00,18.00,0.00,0.00,None,1.44,19.44,10.00,Percent,0.00,Yes,19.44,Yes,No,ELC,DBRC,PAULGAGN,,11/2/2020
"6,267",,,Disc cleaner cloth,0.00,Average,1.00,5.00,0.00,5.00,EA,,Replace,0.00,0.00,0.00,5.00,0.00,0.00,None,0.40,5.4,10.00,Percent,0.00,Yes,5.40,Yes,No,ELC,DCC,PAULGAGN,,11/2/2020
"6,268",,,Disc repair device,0.00,Average,1.00,25.00,0.00,25.00,EA,,Replace,0.00,0.00,0.00,25.00,0.00,0.00,None,2.00,27,10.00,Percent,0.00,Yes,27.00,Yes,No,ELC,DCR,PAULGAGN,,11/2/2020
"6,269",,,Digital media streaming device,0.00,Average,1.00,75.00,0.00,75.00,EA,,Replace,0.00,0.00,0.00,75.00,0.00,0.00,None,6.00,81,10.00,Percent,0.00,Yes,81.00,Yes,No,ELC,DMSN,PAULGAGN,,11/2/2020
"6,270",,,Digital media streaming device - Standard grade,0.00,Average,1.00,35.00,0.00,35.00,EA,,Replace,0.00,0.00,0.00,35.00,0.00,0.00,None,2.80,37.8,10.00,Percent,0.00,Yes,37.80,Yes,No,ELC,DMSN-,PAULGAGN,,11/2/2020
"6,271",,,Digital media streaming device - High grade,0.00,Average,1.00,200.00,0.00,200.00,EA,,Replace,0.00,0.00,0.00,200.00,0.00,0.00,None,16.00,216,10.00,Percent,0.00,Yes,216.00,Yes,No,ELC,DMSN+,PAULGAGN,,11/2/2020
"6,272",,,Blu-ray player,0.00,Average,1.00,110.00,0.00,110.00,EA,,Replace,0.00,0.00,0.00,110.00,0.00,0.00,None,8.80,118.8,10.00,Percent,0.00,Yes,118.80,Yes,No,ELC,DVDBR,PAULGAGN,,11/2/2020
"6,273",,,Blu-ray player - Standard grade,0.00,Average,1.00,70.00,0.00,70.00,EA,,Replace,0.00,0.00,0.00,70.00,0.00,0.00,None,5.60,75.6,10.00,Percent,0.00,Yes,75.60,Yes,No,ELC,DVDBR-,PAULGAGN,,11/2/2020
"6,274",,,Blu-ray player - High grade,0.00,Average,1.00,250.00,0.00,250.00,EA,,Replace,0.00,0.00,0.00,250.00,0.00,0.00,None,20.00,270,10.00,Percent,0.00,Yes,270.00,Yes,No,ELC,DVDBR+,PAULGAGN,,11/2/2020
"6,275",,,DVD player,0.00,Average,1.00,40.00,0.00,40.00,EA,,Replace,0.00,0.00,0.00,40.00,0.00,0.00,None,3.20,43.2,10.00,Percent,0.00,Yes,43.20,Yes,No,ELC,DVDD,PAULGAGN,,11/2/2020
"6,276",,,DVD player - Standard grade,0.00,Average,1.00,30.00,0.00,30.00,EA,,Replace,0.00,0.00,0.00,30.00,0.00,0.00,None,2.40,32.4,10.00,Percent,0.00,Yes,32.40,Yes,No,ELC,DVDD-,PAULGAGN,,11/2/2020
"6,277",,,DVD player - High grade,0.00,Average,1.00,78.00,0.00,78.00,EA,,Replace,0.00,0.00,0.00,78.00,0.00,0.00,None,6.24,84.24,10.00,Percent,0.00,Yes,84.24,Yes,No,ELC,DVDD+,PAULGAGN,,11/2/2020
"6,278",,,Portable DVD player,0.00,Average,1.00,85.00,0.00,85.00,EA,,Replace,0.00,0.00,0.00,85.00,0.00,0.00,None,6.80,91.8,10.00,Percent,0.00,Yes,91.80,Yes,No,ELC,DVDP,PAULGAGN,,11/2/2020
"6,279",,,Portable DVD player - Standard grade,0.00,Average,1.00,62.00,0.00,62.00,EA,,Replace,0.00,0.00,0.00,62.00,0.00,0.00,None,4.96,66.96,10.00,Percent,0.00,Yes,66.96,Yes,No,ELC,DVDP-,PAULGAGN,,11/2/2020
"6,280",,,Portable DVD player - High grade,0.00,Average,1.00,150.00,0.00,150.00,EA,,Replace,0.00,0.00,0.00,150.00,0.00,0.00,None,12.00,162,10.00,Percent,0.00,Yes,162.00,Yes,No,ELC,DVDP+,PAULGAGN,,11/2/2020
"6,281",,,Portable Blu-ray player,0.00,Average,1.00,225.00,0.00,225.00,EA,,Replace,0.00,0.00,0.00,225.00,0.00,0.00,None,18.00,243,10.00,Percent,0.00,Yes,243.00,Yes,No,ELC,DVDPB,PAULGAGN,,11/2/2020
"6,282",,,DVD recorder - Single disk,0.00,Average,1.00,250.00,0.00,250.00,EA,,Replace,0.00,0.00,0.00,250.00,0.00,0.00,None,20.00,270,10.00,Percent,0.00,Yes,270.00,Yes,No,ELC,DVDRD,PAULGAGN,,11/2/2020
"6,283",,,VHS / VCR & DVD recorder,0.00,Average,1.00,220.00,0.00,220.00,EA,,Replace,0.00,0.00,0.00,220.00,0.00,0.00,None,17.60,237.6,10.00,Percent,0.00,Yes,237.60,Yes,No,ELC,DVDVHR,PAULGAGN,,11/2/2020
"6,284",,,VHS / VCR & DVD recorder - Standard grade,0.00,Average,1.00,160.00,0.00,160.00,EA,,Replace,0.00,0.00,0.00,160.00,0.00,0.00,None,12.80,172.8,10.00,Percent,0.00,Yes,172.80,Yes,No,ELC,DVDVHR-,PAULGAGN,,11/2/2020
"6,285",,,VHS / VCR & DVD recorder - High grade,0.00,Average,1.00,350.00,0.00,350.00,EA,,Replace,0.00,0.00,0.00,350.00,0.00,0.00,None,28.00,378,10.00,Percent,0.00,Yes,378.00,Yes,No,ELC,DVDVHR+,PAULGAGN,,11/2/2020
"6,286",,,VHS / VCR & DVD player,0.00,Average,1.00,120.00,0.00,120.00,EA,,Replace,0.00,0.00,0.00,120.00,0.00,0.00,None,9.60,129.6,10.00,Percent,0.00,Yes,129.60,Yes,No,ELC,DVDVHS,PAULGAGN,,11/2/2020
"6,287",,,Digital video recorder,0.00,Average,1.00,285.00,0.00,285.00,EA,,Replace,0.00,0.00,0.00,285.00,0.00,0.00,None,22.80,307.8,10.00,Percent,0.00,Yes,307.80,Yes,No,ELC,DVR,PAULGAGN,,11/2/2020
"6,288",,,Digital video recorder - Standard grade,0.00,Average,1.00,160.00,0.00,160.00,EA,,Replace,0.00,0.00,0.00,160.00,0.00,0.00,None,12.80,172.8,10.00,Percent,0.00,Yes,172.80,Yes,No,ELC,DVR-,PAULGAGN,,11/2/2020
"6,289",,,Digital video recorder - High grade,0.00,Average,1.00,440.00,0.00,440.00,EA,,Replace,0.00,0.00,0.00,440.00,0.00,0.00,None,35.20,475.2,10.00,Percent,0.00,Yes,475.20,Yes,No,ELC,DVR+,PAULGAGN,,11/2/2020
"6,290",,,Electronics - Enter price,0.00,Average,1.00,0.00,0.00,0.00,EA,,Replace,0.00,0.00,0.00,0.00,0.00,0.00,None,0.00,0,10.00,Percent,0.00,Yes,0.00,Yes,No,ELC,ELC,PAULGAGN,,11/2/2020
"6,291",,,Metal detector,0.00,Average,1.00,170.00,0.00,170.00,EA,,Replace,0.00,0.00,0.00,170.00,0.00,0.00,None,13.60,183.6,10.00,Percent,0.00,Yes,183.60,Yes,No,ELC,GADM,PAULGAGN,,11/2/2020
"6,292",,,Metal detector - Standard grade,0.00,Average,1.00,60.00,0.00,60.00,EA,,Replace,0.00,0.00,0.00,60.00,0.00,0.00,None,4.80,64.8,10.00,Percent,0.00,Yes,64.80,Yes,No,ELC,GADM-,PAULGAGN,,11/2/2020
"6,293",,,Metal detector - High grade,0.00,Average,1.00,540.00,0.00,540.00,EA,,Replace,0.00,0.00,0.00,540.00,0.00,0.00,None,43.20,583.2,10.00,Percent,0.00,Yes,583.20,Yes,No,ELC,GADM+,PAULGAGN,,11/2/2020
"6,294",,,Weather station,0.00,Average,1.00,75.00,0.00,75.00,EA,,Replace,0.00,0.00,0.00,75.00,0.00,0.00,None,6.00,81,10.00,Percent,0.00,Yes,81.00,Yes,No,ELC,GADW,PAULGAGN,,11/2/2020
"6,295",,,GPS unit,0.00,Average,1.00,150.00,0.00,150.00,EA,,Replace,0.00,0.00,0.00,150.00,0.00,0.00,None,12.00,162,10.00,Percent,0.00,Yes,162.00,Yes,No,ELC,GPS,PAULGAGN,,11/2/2020
"6,296",,,GPS unit - Standard grade,0.00,Average,1.00,90.00,0.00,90.00,EA,,Replace,0.00,0.00,0.00,90.00,0.00,0.00,None,7.20,97.2,10.00,Percent,0.00,Yes,97.20,Yes,No,ELC,GPS-,PAULGAGN,,11/2/2020
"6,297",,,GPS unit - High grade,0.00,Average,1.00,275.00,0.00,275.00,EA,,Replace,0.00,0.00,0.00,275.00,0.00,0.00,None,22.00,297,10.00,Percent,0.00,Yes,297.00,Yes,No,ELC,GPS+,PAULGAGN,,11/2/2020
"6,298",,,GPS unit - Premium grade,0.00,Average,1.00,500.00,0.00,500.00,EA,,Replace,0.00,0.00,0.00,500.00,0.00,0.00,None,40.00,540,10.00,Percent,0.00,Yes,540.00,Yes,No,ELC,GPS++,PAULGAGN,,11/2/2020
"6,299",,,GPS mount,0.00,Average,1.00,30.00,0.00,30.00,EA,,Replace,0.00,0.00,0.00,30.00,0.00,0.00,None,2.40,32.4,10.00,Percent,0.00,Yes,32.40,Yes,No,ELC,GPSM,PAULGAGN,,11/2/2020
"6,300",,,Headphones,0.00,Average,1.00,20.00,0.00,20.00,EA,,Replace,0.00,0.00,0.00,20.00,0.00,0.00,None,1.60,21.6,10.00,Percent,0.00,Yes,21.60,Yes,No,ELC,HDPH,PAULGAGN,,11/2/2020
"6,301",,,Headphones - Standard grade,0.00,Average,1.00,10.00,0.00,10.00,EA,,Replace,0.00,0.00,0.00,10.00,0.00,0.00,None,0.80,10.8,10.00,Percent,0.00,Yes,10.80,Yes,No,ELC,HDPH-,PAULGAGN,,11/2/2020
"6,302",,,Headphones - High grade,0.00,Average,1.00,59.00,0.00,59.00,EA,,Replace,0.00,0.00,0.00,59.00,0.00,0.00,None,4.72,63.72,10.00,Percent,0.00,Yes,63.72,Yes,No,ELC,HDPH+,PAULGAGN,,11/2/2020
"6,303",,,Headphones - Premium grade,0.00,Average,1.00,130.00,0.00,130.00,EA,,Replace,0.00,0.00,0.00,130.00,0.00,0.00,None,10.40,140.4,10.00,Percent,0.00,Yes,140.40,Yes,No,ELC,HDPH++,PAULGAGN,,11/2/2020
"6,304",,,Headphones - Deluxe grade,0.00,Average,1.00,250.00,0.00,250.00,EA,,Replace,0.00,0.00,0.00,250.00,0.00,0.00,None,20.00,270,10.00,Percent,0.00,Yes,270.00,Yes,No,ELC,HDPH+++,PAULGAGN,,11/2/2020
"6,305",,,Smart home automation hub,0.00,Average,1.00,100.00,0.00,100.00,EA,,Replace,0.00,0.00,0.00,100.00,0.00,0.00,None,8.00,108,10.00,Percent,0.00,Yes,108.00,Yes,No,ELC,HMAH,PAULGAGN,,11/2/2020
"6,306",,,Smart home automation hub - Standard grade,0.00,Average,1.00,48.00,0.00,48.00,EA,,Replace,0.00,0.00,0.00,48.00,0.00,0.00,None,3.84,51.84,10.00,Percent,0.00,Yes,51.84,Yes,No,ELC,HMAH-,PAULGAGN,,11/2/2020
"6,307",,,Smart home automation hub - High grade,0.00,Average,1.00,170.00,0.00,170.00,EA,,Replace,0.00,0.00,0.00,170.00,0.00,0.00,None,13.60,183.6,10.00,Percent,0.00,Yes,183.60,Yes,No,ELC,HMAH+,PAULGAGN,,11/2/2020
"6,308",,,Home security camera,0.00,Average,1.00,265.00,0.00,265.00,EA,,Replace,0.00,0.00,0.00,265.00,0.00,0.00,None,21.20,286.2,10.00,Percent,0.00,Yes,286.20,Yes,No,ELC,HMSCM,PAULGAGN,,11/2/2020
"6,309",,,Home security camera - Standard grade,0.00,Average,1.00,70.00,0.00,70.00,EA,,Replace,0.00,0.00,0.00,70.00,0.00,0.00,None,5.60,75.6,10.00,Percent,0.00,Yes,75.60,Yes,No,ELC,HMSCM-,PAULGAGN,,11/2/2020
"6,310",,,Home security camera - High grade,0.00,Average,1.00,"1,000.00",0.00,"1,000.00",EA,,Replace,0.00,0.00,0.00,"1,000.00",0.00,0.00,None,80.00,1080,10.00,Percent,0.00,Yes,"1,080.00",Yes,No,ELC,HMSCM+,PAULGAGN,,11/2/2020
"6,311",,,Home security laser motion sensor,0.00,Average,1.00,50.00,0.00,50.00,EA,,Replace,0.00,0.00,0.00,50.00,0.00,0.00,None,4.00,54,10.00,Percent,0.00,Yes,54.00,Yes,No,ELC,HMSM,PAULGAGN,,11/2/2020
"6,312",,,Home security system,0.00,Average,1.00,350.00,0.00,350.00,EA,,Replace,0.00,0.00,0.00,350.00,0.00,0.00,None,28.00,378,10.00,Percent,0.00,Yes,378.00,Yes,No,ELC,HMSS,PAULGAGN,,11/2/2020
"6,313",,,Home security system - Standard grade,0.00,Average,1.00,90.00,0.00,90.00,EA,,Replace,0.00,0.00,0.00,90.00,0.00,0.00,None,7.20,97.2,10.00,Percent,0.00,Yes,97.20,Yes,No,ELC,HMSS-,PAULGAGN,,11/2/2020
"6,314",,,Home security system - High grade,0.00,Average,1.00,"1,350.00",0.00,"1,350.00",EA,,Replace,0.00,0.00,0.00,"1,350.00",0.00,0.00,None,108.00,1458,10.00,Percent,0.00,Yes,"1,458.00",Yes,No,ELC,HMSS+,PAULGAGN,,11/2/2020
"6,315",,,Automotive cassette deck,0.00,Average,1.00,55.00,0.00,55.00,EA,,Replace,0.00,0.00,0.00,55.00,0.00,0.00,None,4.40,59.4,10.00,Percent,0.00,Yes,59.40,Yes,No,ELC,IDCASS,PAULGAGN,,11/2/2020
"6,316",,,Automotive CD player,0.00,Average,1.00,85.00,0.00,85.00,EA,,Replace,0.00,0.00,0.00,85.00,0.00,0.00,None,6.80,91.8,10.00,Percent,0.00,Yes,91.80,Yes,No,ELC,IDCD,PAULGAGN,,11/2/2020
"6,317",,,Automotive CD player - Standard grade,0.00,Average,1.00,48.00,0.00,48.00,EA,,Replace,0.00,0.00,0.00,48.00,0.00,0.00,None,3.84,51.84,10.00,Percent,0.00,Yes,51.84,Yes,No,ELC,IDCD-,PAULGAGN,,11/2/2020
"6,318",,,Automotive CD player - High grade,0.00,Average,1.00,200.00,0.00,200.00,EA,,Replace,0.00,0.00,0.00,200.00,0.00,0.00,None,16.00,216,10.00,Percent,0.00,Yes,216.00,Yes,No,ELC,IDCD+,PAULGAGN,,11/2/2020
"6,319",,,Automotive DVD player,0.00,Average,1.00,175.00,0.00,175.00,EA,,Replace,0.00,0.00,0.00,175.00,0.00,0.00,None,14.00,189,10.00,Percent,0.00,Yes,189.00,Yes,No,ELC,IDDVD,PAULGAGN,,11/2/2020
"6,320",,,Automotive DVD player - Standard grade,0.00,Average,1.00,100.00,0.00,100.00,EA,,Replace,0.00,0.00,0.00,100.00,0.00,0.00,None,8.00,108,10.00,Percent,0.00,Yes,108.00,Yes,No,ELC,IDDVD-,PAULGAGN,,11/2/2020
"6,321",,,Automotive DVD player - High grade,0.00,Average,1.00,450.00,0.00,450.00,EA,,Replace,0.00,0.00,0.00,450.00,0.00,0.00,None,36.00,486,10.00,Percent,0.00,Yes,486.00,Yes,No,ELC,IDDVD+,PAULGAGN,,11/2/2020
"6,322",,,Automotive mobile video system,0.00,Average,1.00,150.00,0.00,150.00,EA,,Replace,0.00,0.00,0.00,150.00,0.00,0.00,None,12.00,162,10.00,Percent,0.00,Yes,162.00,Yes,No,ELC,MBLV,PAULGAGN,,11/2/2020
"6,323",,,Automotive mobile video system - Standard grade,0.00,Average,1.00,75.00,0.00,75.00,EA,,Replace,0.00,0.00,0.00,75.00,0.00,0.00,None,6.00,81,10.00,Percent,0.00,Yes,81.00,Yes,No,ELC,MBLV-,PAULGAGN,,11/2/2020
"6,324",,,Automotive mobile video system - High grade,0.00,Average,1.00,300.00,0.00,300.00,EA,,Replace,0.00,0.00,0.00,300.00,0.00,0.00,None,24.00,324,10.00,Percent,0.00,Yes,324.00,Yes,No,ELC,MBLV+,PAULGAGN,,11/2/2020
"6,325",,,MP3 carrying case,0.00,Average,1.00,15.00,0.00,15.00,EA,,Replace,0.00,0.00,0.00,15.00,0.00,0.00,None,1.20,16.2,10.00,Percent,0.00,Yes,16.20,Yes,No,ELC,MCC,PAULGAGN,,11/2/2020
"6,326",,,MP3 carrying case - Standard grade,0.00,Average,1.00,8.00,0.00,8.00,EA,,Replace,0.00,0.00,0.00,8.00,0.00,0.00,None,0.64,8.64,10.00,Percent,0.00,Yes,8.64,Yes,No,ELC,MCC-,PAULGAGN,,11/2/2020
"6,327",,,MP3 carrying case - High grade,0.00,Average,1.00,25.00,0.00,25.00,EA,,Replace,0.00,0.00,0.00,25.00,0.00,0.00,None,2.00,27,10.00,Percent,0.00,Yes,27.00,Yes,No,ELC,MCC+,PAULGAGN,,11/2/2020
"6,328",,,MP3 & video player - Multimedia player,0.00,Average,1.00,35.00,0.00,35.00,EA,,Replace,0.00,0.00,0.00,35.00,0.00,0.00,None,2.80,37.8,10.00,Percent,0.00,Yes,37.80,Yes,No,ELC,MLTIP,PAULGAGN,,11/2/2020
"6,329",,,MP3 & video player - Multimedia player - Standard grade,0.00,Average,1.00,22.00,0.00,22.00,EA,,Replace,0.00,0.00,0.00,22.00,0.00,0.00,None,1.76,23.76,10.00,Percent,0.00,Yes,23.76,Yes,No,ELC,MLTIP-,PAULGAGN,,11/2/2020
"6,330",,,MP3 & video player - Multimedia player - High grade,0.00,Average,1.00,115.00,0.00,115.00,EA,,Replace,0.00,0.00,0.00,115.00,0.00,0.00,None,9.20,124.2,10.00,Percent,0.00,Yes,124.20,Yes,No,ELC,MLTIP+,PAULGAGN,,11/2/2020
"6,331",,,MP3 player,0.00,Average,1.00,30.00,0.00,30.00,EA,,Replace,0.00,0.00,0.00,30.00,0.00,0.00,None,2.40,32.4,10.00,Percent,0.00,Yes,32.40,Yes,No,ELC,MP3P,PAULGAGN,,11/2/2020
"6,332",,,MP3 player - Standard grade,0.00,Average,1.00,15.00,0.00,15.00,EA,,Replace,0.00,0.00,0.00,15.00,0.00,0.00,None,1.20,16.2,10.00,Percent,0.00,Yes,16.20,Yes,No,ELC,MP3P-,PAULGAGN,,11/2/2020
"6,333",,,MP3 player - High grade,0.00,Average,1.00,79.00,0.00,79.00,EA,,Replace,0.00,0.00,0.00,79.00,0.00,0.00,None,6.32,85.32,10.00,Percent,0.00,Yes,85.32,Yes,No,ELC,MP3P+,PAULGAGN,,11/2/2020
"6,334",,,MP3 & video player - iPod Touch - 32 GB,0.00,Average,1.00,199.00,0.00,199.00,EA,,Replace,0.00,0.00,0.00,199.00,0.00,0.00,None,15.92,214.92,10.00,Percent,0.00,Yes,214.92,Yes,No,ELC,MP3T,PAULGAGN,,11/2/2020
"6,335",,,MP3 & video player - iPod Touch - 128 GB,0.00,Average,1.00,299.00,0.00,299.00,EA,,Replace,0.00,0.00,0.00,299.00,0.00,0.00,None,23.92,322.92,10.00,Percent,0.00,Yes,322.92,Yes,No,ELC,MP3T+,PAULGAGN,,11/2/2020
