#,Group Code,Group Description,Desc,Age,Condition,Qty,Item Amount,Reported Cost,Unit Cost,Unit,Coverage,Activity,Worker's Wage,Labor burden,Labor Overhead,Material,Equipment,Market Conditions,Labor Minimum,Sales Tax,RCV,Life,Depreciation Type,Depreciation Amount,Recoverable,ACV,Tax,Replace,Cat,Sel,Owner,Original Vendor,Date
"2,162",,,Clean shorts - wool - silk - linen - Drop off,0.00,Average,1.00,7.15,0.00,7.15,EA,,Replace,0.00,0.00,0.00,0.00,0.00,7.15,None,0.00,8.59,0.00,Percent,0.00,Yes,8.59,Yes,No,CDC,SHRTW-,PAULGAGN,,11/2/2020
"2,163",,,Clean sheet - full size - silk - Full service,0.00,Average,1.00,12.43,0.00,12.43,EA,,Replace,0.00,0.00,0.00,0.00,0.00,12.43,None,0.00,14.91,0.00,Percent,0.00,Yes,14.91,Yes,No,CDC,SHTFS,PAULGAGN,,11/2/2020
"2,164",,,Clean sheet - full size - silk - Drop off,0.00,Average,1.00,11.14,0.00,11.14,EA,,Replace,0.00,0.00,0.00,0.00,0.00,11.14,None,0.00,13.36,0.00,Percent,0.00,Yes,13.36,Yes,No,CDC,SHTFS-,PAULGAGN,,11/2/2020
"2,165",,,Clean sheet - full size - satin - Full service,0.00,Average,1.00,12.50,0.00,12.50,EA,,Replace,0.00,0.00,0.00,0.00,0.00,12.50,None,0.00,15,0.00,Percent,0.00,Yes,15.00,Yes,No,CDC,SHTFST,PAULGAGN,,11/2/2020
"2,166",,,Clean sheet - full size - satin - Drop off,0.00,Average,1.00,11.25,0.00,11.25,EA,,Replace,0.00,0.00,0.00,0.00,0.00,11.25,None,0.00,13.51,0.00,Percent,0.00,Yes,13.51,Yes,No,CDC,SHTFST-,PAULGAGN,,11/2/2020
"2,167",,,Clean sheet - king size - satin - Full service,0.00,Average,1.00,14.22,0.00,14.22,EA,,Replace,0.00,0.00,0.00,0.00,0.00,14.22,None,0.00,17.06,0.00,Percent,0.00,Yes,17.06,Yes,No,CDC,SHTKST,PAULGAGN,,11/2/2020
"2,168",,,Clean sheet - king size - satin - Drop off,0.00,Average,1.00,12.79,0.00,12.79,EA,,Replace,0.00,0.00,0.00,0.00,0.00,12.79,None,0.00,15.35,0.00,Percent,0.00,Yes,15.35,Yes,No,CDC,SHTKST-,PAULGAGN,,11/2/2020
"2,169",,,Clean sheet - queen size - satin - Full service,0.00,Average,1.00,13.03,0.00,13.03,EA,,Replace,0.00,0.00,0.00,0.00,0.00,13.03,None,0.00,15.63,0.00,Percent,0.00,Yes,15.63,Yes,No,CDC,SHTQST,PAULGAGN,,11/2/2020
"2,170",,,Clean sheet - queen size - satin - Drop off,0.00,Average,1.00,11.70,0.00,11.70,EA,,Replace,0.00,0.00,0.00,0.00,0.00,11.70,None,0.00,14.04,0.00,Percent,0.00,Yes,14.04,Yes,No,CDC,SHTQST-,PAULGAGN,,11/2/2020
"2,171",,,Clean sheet - twin size - satin - Full service,0.00,Average,1.00,12.18,0.00,12.18,EA,,Replace,0.00,0.00,0.00,0.00,0.00,12.18,None,0.00,14.62,0.00,Percent,0.00,Yes,14.62,Yes,No,CDC,SHTTST,PAULGAGN,,11/2/2020
"2,172",,,Clean sheet - twin size - satin - Drop off,0.00,Average,1.00,10.73,0.00,10.73,EA,,Replace,0.00,0.00,0.00,0.00,0.00,10.73,None,0.00,12.87,0.00,Percent,0.00,Yes,12.87,Yes,No,CDC,SHTTST-,PAULGAGN,,11/2/2020
"2,173",,,Clean silver cover - Full service,0.00,Average,1.00,3.44,0.00,3.44,EA,,Replace,0.00,0.00,0.00,0.00,0.00,3.44,None,0.00,4.12,0.00,Percent,0.00,Yes,4.12,Yes,No,CDC,SILC,PAULGAGN,,11/2/2020
"2,174",,,Clean silver cover - Drop off,0.00,Average,1.00,3.10,0.00,3.10,EA,,Replace,0.00,0.00,0.00,0.00,0.00,3.10,None,0.00,3.72,0.00,Percent,0.00,Yes,3.72,Yes,No,CDC,SILC-,PAULGAGN,,11/2/2020
"2,175",,,Clean skort - Full service,0.00,Average,1.00,9.61,0.00,9.61,EA,,Replace,0.00,0.00,0.00,0.00,0.00,9.61,None,0.00,11.53,0.00,Percent,0.00,Yes,11.53,Yes,No,CDC,SKORT,PAULGAGN,,11/2/2020
"2,176",,,Clean skort - Drop off,0.00,Average,1.00,7.98,0.00,7.98,EA,,Replace,0.00,0.00,0.00,0.00,0.00,7.98,None,0.00,9.58,0.00,Percent,0.00,Yes,9.58,Yes,No,CDC,SKORT-,PAULGAGN,,11/2/2020
"2,177",,,Clean skirt - Full service,0.00,Average,1.00,11.62,0.00,11.62,EA,,Replace,0.00,0.00,0.00,0.00,0.00,11.62,None,0.00,13.94,0.00,Percent,0.00,Yes,13.94,Yes,No,CDC,SKRT,PAULGAGN,,11/2/2020
"2,178",,,Clean skirt - Drop off,0.00,Average,1.00,9.75,0.00,9.75,EA,,Replace,0.00,0.00,0.00,0.00,0.00,9.75,None,0.00,11.71,0.00,Percent,0.00,Yes,11.71,Yes,No,CDC,SKRT-,PAULGAGN,,11/2/2020
"2,179",,,Clean skirt - corduroy - Full service,0.00,Average,1.00,12.05,0.00,12.05,EA,,Replace,0.00,0.00,0.00,0.00,0.00,12.05,None,0.00,14.47,0.00,Percent,0.00,Yes,14.47,Yes,No,CDC,SKRTC,PAULGAGN,,11/2/2020
"2,180",,,Clean skirt - corduroy - Drop off,0.00,Average,1.00,9.99,0.00,9.99,EA,,Replace,0.00,0.00,0.00,0.00,0.00,9.99,None,0.00,11.99,0.00,Percent,0.00,Yes,11.99,Yes,No,CDC,SKRTC-,PAULGAGN,,11/2/2020
"2,181",,,Clean skirt - child - Full service,0.00,Average,1.00,8.84,0.00,8.84,EA,,Replace,0.00,0.00,0.00,0.00,0.00,8.84,None,0.00,10.6,0.00,Percent,0.00,Yes,10.60,Yes,No,CDC,SKRTCH,PAULGAGN,,11/2/2020
"2,182",,,Clean skirt - child - Drop off,0.00,Average,1.00,7.35,0.00,7.35,EA,,Replace,0.00,0.00,0.00,0.00,0.00,7.35,None,0.00,8.83,0.00,Percent,0.00,Yes,8.83,Yes,No,CDC,SKRTCH-,PAULGAGN,,11/2/2020
"2,183",,,Clean skirt - deco - Full service,0.00,Average,1.00,27.37,0.00,27.37,EA,,Replace,0.00,0.00,0.00,0.00,0.00,27.37,None,0.00,32.85,0.00,Percent,0.00,Yes,32.85,Yes,No,CDC,SKRTD,PAULGAGN,,11/2/2020
"2,184",,,Clean skirt - deco - Drop off,0.00,Average,1.00,22.72,0.00,22.72,EA,,Replace,0.00,0.00,0.00,0.00,0.00,22.72,None,0.00,27.26,0.00,Percent,0.00,Yes,27.26,Yes,No,CDC,SKRTD-,PAULGAGN,,11/2/2020
"2,185",,,Clean skirt - flair - Full service,0.00,Average,1.00,13.78,0.00,13.78,EA,,Replace,0.00,0.00,0.00,0.00,0.00,13.78,None,0.00,16.54,0.00,Percent,0.00,Yes,16.54,Yes,No,CDC,SKRTF,PAULGAGN,,11/2/2020
"2,186",,,Clean skirt - flair - Drop off,0.00,Average,1.00,11.44,0.00,11.44,EA,,Replace,0.00,0.00,0.00,0.00,0.00,11.44,None,0.00,13.72,0.00,Percent,0.00,Yes,13.72,Yes,No,CDC,SKRTF-,PAULGAGN,,11/2/2020
"2,187",,,Clean skirt - flair - lined - Full service,0.00,Average,1.00,16.41,0.00,16.41,EA,,Replace,0.00,0.00,0.00,0.00,0.00,16.41,None,0.00,19.69,0.00,Percent,0.00,Yes,19.69,Yes,No,CDC,SKRTFL,PAULGAGN,,11/2/2020
"2,188",,,Clean skirt - flair - lined - Drop off,0.00,Average,1.00,13.62,0.00,13.62,EA,,Replace,0.00,0.00,0.00,0.00,0.00,13.62,None,0.00,16.34,0.00,Percent,0.00,Yes,16.34,Yes,No,CDC,SKRTFL-,PAULGAGN,,11/2/2020
"2,189",,,Clean skirt - knit - Full service,0.00,Average,1.00,14.82,0.00,14.82,EA,,Replace,0.00,0.00,0.00,0.00,0.00,14.82,None,0.00,17.78,0.00,Percent,0.00,Yes,17.78,Yes,No,CDC,SKRTK,PAULGAGN,,11/2/2020
"2,190",,,Clean skirt - knit - Drop off,0.00,Average,1.00,12.66,0.00,12.66,EA,,Replace,0.00,0.00,0.00,0.00,0.00,12.66,None,0.00,15.2,0.00,Percent,0.00,Yes,15.20,Yes,No,CDC,SKRTK-,PAULGAGN,,11/2/2020
"2,191",,,Clean skirt - lined - Full service,0.00,Average,1.00,13.63,0.00,13.63,EA,,Replace,0.00,0.00,0.00,0.00,0.00,13.63,None,0.00,16.35,0.00,Percent,0.00,Yes,16.35,Yes,No,CDC,SKRTL,PAULGAGN,,11/2/2020
"2,192",,,Clean skirt - lined - Drop off,0.00,Average,1.00,11.25,0.00,11.25,EA,,Replace,0.00,0.00,0.00,0.00,0.00,11.25,None,0.00,13.51,0.00,Percent,0.00,Yes,13.51,Yes,No,CDC,SKRTL-,PAULGAGN,,11/2/2020
"2,193",,,Clean skirt - long - lined - flair - Drop off,0.00,Average,1.00,14.84,0.00,14.84,EA,,Replace,0.00,0.00,0.00,0.00,0.00,14.84,None,0.00,17.8,0.00,Percent,0.00,Yes,17.80,Yes,No,CDC,SKRTLF-,PAULGAGN,,11/2/2020
"2,194",,,Clean skirt - long - lined - flair - Full service,0.00,Average,1.00,17.88,0.00,17.88,EA,,Replace,0.00,0.00,0.00,0.00,0.00,17.88,None,0.00,21.46,0.00,Percent,0.00,Yes,21.46,Yes,No,CDC,SKRTLLF,PAULGAGN,,11/2/2020
"2,195",,,Clean skirt - long - Full service,0.00,Average,1.00,17.00,0.00,17.00,EA,,Replace,0.00,0.00,0.00,0.00,0.00,17.00,None,0.00,20.4,0.00,Percent,0.00,Yes,20.40,Yes,No,CDC,SKRTLN,PAULGAGN,,11/2/2020
"2,196",,,Clean skirt - long - Drop off,0.00,Average,1.00,14.11,0.00,14.11,EA,,Replace,0.00,0.00,0.00,0.00,0.00,14.11,None,0.00,16.93,0.00,Percent,0.00,Yes,16.93,Yes,No,CDC,SKRTLN-,PAULGAGN,,11/2/2020
"2,197",,,Clean skirt - pleated - Full service,0.00,Average,1.00,14.16,0.00,14.16,EA,,Replace,0.00,0.00,0.00,0.00,0.00,14.16,None,0.00,17,0.00,Percent,0.00,Yes,17.00,Yes,No,CDC,SKRTP,PAULGAGN,,11/2/2020
"2,198",,,Clean skirt - pleated - Drop off,0.00,Average,1.00,11.75,0.00,11.75,EA,,Replace,0.00,0.00,0.00,0.00,0.00,11.75,None,0.00,14.11,0.00,Percent,0.00,Yes,14.11,Yes,No,CDC,SKRTP-,PAULGAGN,,11/2/2020
"2,199",,,Clean skirt - pleated - child - Drop off,0.00,Average,1.00,7.55,0.00,7.55,EA,,Replace,0.00,0.00,0.00,0.00,0.00,7.55,None,0.00,9.07,0.00,Percent,0.00,Yes,9.07,Yes,No,CDC,SKRTPC-,PAULGAGN,,11/2/2020
"2,200",,,Clean skirt - pleated - child - Full service,0.00,Average,1.00,9.08,0.00,9.08,EA,,Replace,0.00,0.00,0.00,0.00,0.00,9.08,None,0.00,10.9,0.00,Percent,0.00,Yes,10.90,Yes,No,CDC,SKRTPCH,PAULGAGN,,11/2/2020
"2,201",,,Clean skirt - pleated - per pleat - Full service,0.00,Average,1.00,0.26,0.00,0.26,PL,,Replace,0.00,0.00,0.00,0.00,0.00,0.26,None,0.00,0.32,0.00,Percent,0.00,Yes,0.32,Yes,No,CDC,SKRTPL,PAULGAGN,,11/2/2020
"2,202",,,Clean skirt - pleated - per pleat - Drop off,0.00,Average,1.00,0.21,0.00,0.21,PL,,Replace,0.00,0.00,0.00,0.00,0.00,0.21,None,0.00,0.25,0.00,Percent,0.00,Yes,0.25,Yes,No,CDC,SKRTPL-,PAULGAGN,,11/2/2020
"2,203",,,Clean skirt - suede - Full service,0.00,Average,1.00,99.63,0.00,99.63,EA,,Replace,0.00,0.00,0.00,0.00,0.00,99.63,None,0.00,119.55,0.00,Percent,0.00,Yes,119.55,Yes,No,CDC,SKRTSD,PAULGAGN,,11/2/2020
"2,204",,,Clean skirt - suede - Drop off,0.00,Average,1.00,82.69,0.00,82.69,EA,,Replace,0.00,0.00,0.00,0.00,0.00,82.69,None,0.00,99.23,0.00,Percent,0.00,Yes,99.23,Yes,No,CDC,SKRTSD-,PAULGAGN,,11/2/2020
"2,205",,,Clean skirt - short - Full service,0.00,Average,1.00,9.36,0.00,9.36,EA,,Replace,0.00,0.00,0.00,0.00,0.00,9.36,None,0.00,11.24,0.00,Percent,0.00,Yes,11.24,Yes,No,CDC,SKRTSK,PAULGAGN,,11/2/2020
"2,206",,,Clean skirt - short - Drop off,0.00,Average,1.00,7.77,0.00,7.77,EA,,Replace,0.00,0.00,0.00,0.00,0.00,7.77,None,0.00,9.33,0.00,Percent,0.00,Yes,9.33,Yes,No,CDC,SKRTSK-,PAULGAGN,,11/2/2020
"2,207",,,Clean skirt - sequined - Full service,0.00,Average,1.00,51.19,0.00,51.19,EA,,Replace,0.00,0.00,0.00,0.00,0.00,51.19,None,0.00,61.43,0.00,Percent,0.00,Yes,61.43,Yes,No,CDC,SKRTSQ,PAULGAGN,,11/2/2020
"2,208",,,Clean skirt - sequined - Drop off,0.00,Average,1.00,42.50,0.00,42.50,EA,,Replace,0.00,0.00,0.00,0.00,0.00,42.50,None,0.00,51,0.00,Percent,0.00,Yes,51.00,Yes,No,CDC,SKRTSQ-,PAULGAGN,,11/2/2020
"2,209",,,Clean skirt - velvet - Full service,0.00,Average,1.00,17.02,0.00,17.02,EA,,Replace,0.00,0.00,0.00,0.00,0.00,17.02,None,0.00,20.42,0.00,Percent,0.00,Yes,20.42,Yes,No,CDC,SKRTV,PAULGAGN,,11/2/2020
"2,210",,,Clean skirt - velvet - Drop off,0.00,Average,1.00,14.12,0.00,14.12,EA,,Replace,0.00,0.00,0.00,0.00,0.00,14.12,None,0.00,16.94,0.00,Percent,0.00,Yes,16.94,Yes,No,CDC,SKRTV-,PAULGAGN,,11/2/2020
"2,211",,,Clean skirt - wool-silk-linen - lined - Full service,0.00,Average,1.00,15.62,0.00,15.62,EA,,Replace,0.00,0.00,0.00,0.00,0.00,15.62,None,0.00,18.74,0.00,Percent,0.00,Yes,18.74,Yes,No,CDC,SKRTWL,PAULGAGN,,11/2/2020
"2,212",,,Clean skirt - wool-silk-linen - lined - Drop off,0.00,Average,1.00,12.97,0.00,12.97,EA,,Replace,0.00,0.00,0.00,0.00,0.00,12.97,None,0.00,15.57,0.00,Percent,0.00,Yes,15.57,Yes,No,CDC,SKRTWL-,PAULGAGN,,11/2/2020
"2,213",,,Clean skirt - long wool-silk-linen - lined - Full service,0.00,Average,1.00,18.95,0.00,18.95,EA,,Replace,0.00,0.00,0.00,0.00,0.00,18.95,None,0.00,22.75,0.00,Percent,0.00,Yes,22.75,Yes,No,CDC,SKRTWLL,PAULGAGN,,11/2/2020
"2,214",,,Clean skirt - wool-silk-linen - Full service,0.00,Average,1.00,14.14,0.00,14.14,EA,,Replace,0.00,0.00,0.00,0.00,0.00,14.14,None,0.00,16.96,0.00,Percent,0.00,Yes,16.96,Yes,No,CDC,SKRTWS,PAULGAGN,,11/2/2020
"2,215",,,Clean skirt - wool-silk-linen - Drop off,0.00,Average,1.00,11.73,0.00,11.73,EA,,Replace,0.00,0.00,0.00,0.00,0.00,11.73,None,0.00,14.07,0.00,Percent,0.00,Yes,14.07,Yes,No,CDC,SKRTWS-,PAULGAGN,,11/2/2020
"2,216",,,Clean skirt - long wool-silk-linen - Full service,0.00,Average,1.00,17.96,0.00,17.96,EA,,Replace,0.00,0.00,0.00,0.00,0.00,17.96,None,0.00,21.56,0.00,Percent,0.00,Yes,21.56,Yes,No,CDC,SKRTWSL,PAULGAGN,,11/2/2020
"2,217",,,Clean skirt - long wool-silk-linen - lined - Drop off,0.00,Average,1.00,16.10,0.00,16.10,EA,,Replace,0.00,0.00,0.00,0.00,0.00,16.10,None,0.00,19.32,0.00,Percent,0.00,Yes,19.32,Yes,No,CDC,SKRWLL-,PAULGAGN,,11/2/2020
"2,218",,,Clean skirt - long wool-silk-linen - Drop off,0.00,Average,1.00,14.90,0.00,14.90,EA,,Replace,0.00,0.00,0.00,0.00,0.00,14.90,None,0.00,17.88,0.00,Percent,0.00,Yes,17.88,Yes,No,CDC,SKRWSL-,PAULGAGN,,11/2/2020
"2,219",,,Clean slacks - capri's - Full service,0.00,Average,1.00,8.95,0.00,8.95,EA,,Replace,0.00,0.00,0.00,0.00,0.00,8.95,None,0.00,10.75,0.00,Percent,0.00,Yes,10.75,Yes,No,CDC,SLCKCA,PAULGAGN,,11/2/2020
"2,220",,,Clean slacks - capri's - Drop off,0.00,Average,1.00,6.63,0.00,6.63,EA,,Replace,0.00,0.00,0.00,0.00,0.00,6.63,None,0.00,7.95,0.00,Percent,0.00,Yes,7.95,Yes,No,CDC,SLCKCA-,PAULGAGN,,11/2/2020
"2,221",,,Clean slacks - elastic - Full service,0.00,Average,1.00,16.08,0.00,16.08,EA,,Replace,0.00,0.00,0.00,0.00,0.00,16.08,None,0.00,19.3,0.00,Percent,0.00,Yes,19.30,Yes,No,CDC,SLCKE,PAULGAGN,,11/2/2020
"2,222",,,Clean slacks - elastic - Drop off,0.00,Average,1.00,13.34,0.00,13.34,EA,,Replace,0.00,0.00,0.00,0.00,0.00,13.34,None,0.00,16,0.00,Percent,0.00,Yes,16.00,Yes,No,CDC,SLCKE-,PAULGAGN,,11/2/2020
"2,223",,,Clean sleeping bag - Full service,0.00,Average,1.00,25.26,0.00,25.26,EA,,Replace,0.00,0.00,0.00,0.00,0.00,25.26,None,0.00,30.32,0.00,Percent,0.00,Yes,30.32,Yes,No,CDC,SLEEPB,PAULGAGN,,11/2/2020
"2,224",,,Clean sleeping bag - Drop off,0.00,Average,1.00,22.74,0.00,22.74,EA,,Replace,0.00,0.00,0.00,0.00,0.00,22.74,None,0.00,27.28,0.00,Percent,0.00,Yes,27.28,Yes,No,CDC,SLEEPB-,PAULGAGN,,11/2/2020
"2,225",,,Clean slip - Full service,0.00,Average,1.00,12.22,0.00,12.22,EA,,Replace,0.00,0.00,0.00,0.00,0.00,12.22,None,0.00,14.66,0.00,Percent,0.00,Yes,14.66,Yes,No,CDC,SLIP,PAULGAGN,,11/2/2020
"2,226",,,Clean slip - Drop off,0.00,Average,1.00,10.14,0.00,10.14,EA,,Replace,0.00,0.00,0.00,0.00,0.00,10.14,None,0.00,12.16,0.00,Percent,0.00,Yes,12.16,Yes,No,CDC,SLIP-,PAULGAGN,,11/2/2020
"2,227",,,Clean slip - half - Full service,0.00,Average,1.00,7.44,0.00,7.44,EA,,Replace,0.00,0.00,0.00,0.00,0.00,7.44,None,0.00,8.92,0.00,Percent,0.00,Yes,8.92,Yes,No,CDC,SLIPH,PAULGAGN,,11/2/2020
"2,228",,,Clean slip - half - Drop off,0.00,Average,1.00,6.18,0.00,6.18,EA,,Replace,0.00,0.00,0.00,0.00,0.00,6.18,None,0.00,7.42,0.00,Percent,0.00,Yes,7.42,Yes,No,CDC,SLIPH-,PAULGAGN,,11/2/2020
"2,229",,,Clean slippers (pair) - Full service,0.00,Average,1.00,6.43,0.00,6.43,EA,,Replace,0.00,0.00,0.00,0.00,0.00,6.43,None,0.00,7.71,0.00,Percent,0.00,Yes,7.71,Yes,No,CDC,SLIPR,PAULGAGN,,11/2/2020
"2,230",,,Clean slippers - leather (pair) - Full service,0.00,Average,1.00,12.84,0.00,12.84,EA,,Replace,0.00,0.00,0.00,0.00,0.00,12.84,None,0.00,15.4,0.00,Percent,0.00,Yes,15.40,Yes,No,CDC,SLIPRL,PAULGAGN,,11/2/2020
"2,231",,,Clean slip - silk - Full service,0.00,Average,1.00,14.16,0.00,14.16,EA,,Replace,0.00,0.00,0.00,0.00,0.00,14.16,None,0.00,17,0.00,Percent,0.00,Yes,17.00,Yes,No,CDC,SLIPS,PAULGAGN,,11/2/2020
"2,232",,,Clean slip - silk - Drop off,0.00,Average,1.00,11.75,0.00,11.75,EA,,Replace,0.00,0.00,0.00,0.00,0.00,11.75,None,0.00,14.11,0.00,Percent,0.00,Yes,14.11,Yes,No,CDC,SLIPS-,PAULGAGN,,11/2/2020
"2,233",,,Clean slip cover - couch - Full service,0.00,Average,1.00,47.78,0.00,47.78,EA,,Replace,0.00,0.00,0.00,0.00,0.00,47.78,None,0.00,57.34,0.00,Percent,0.00,Yes,57.34,Yes,No,CDC,SLPC,PAULGAGN,,11/2/2020
"2,234",,,Clean slip cover - couch - Drop off,0.00,Average,1.00,39.66,0.00,39.66,EA,,Replace,0.00,0.00,0.00,0.00,0.00,39.66,None,0.00,47.6,0.00,Percent,0.00,Yes,47.60,Yes,No,CDC,SLPC-,PAULGAGN,,11/2/2020
"2,235",,,Clean snow suit - Full service,0.00,Average,1.00,36.66,0.00,36.66,EA,,Replace,0.00,0.00,0.00,0.00,0.00,36.66,None,0.00,44,0.00,Percent,0.00,Yes,44.00,Yes,No,CDC,SNOW,PAULGAGN,,11/2/2020
"2,236",,,Clean snow suit - Drop off,0.00,Average,1.00,25.56,0.00,25.56,EA,,Replace,0.00,0.00,0.00,0.00,0.00,25.56,None,0.00,30.68,0.00,Percent,0.00,Yes,30.68,Yes,No,CDC,SNOW-,PAULGAGN,,11/2/2020
"2,237",,,Clean fur stole - Full service,0.00,Average,1.00,101.56,0.00,101.56,EA,,Replace,0.00,0.00,0.00,0.00,0.00,101.56,None,0.00,121.88,0.00,Percent,0.00,Yes,121.88,Yes,No,CDC,STLF,PAULGAGN,,11/2/2020
"2,238",,,Clean fur stole - Drop off,0.00,Average,1.00,84.30,0.00,84.30,EA,,Replace,0.00,0.00,0.00,0.00,0.00,84.30,None,0.00,101.16,0.00,Percent,0.00,Yes,101.16,Yes,No,CDC,STLF-,PAULGAGN,,11/2/2020
"2,239",,,Off-site storage & insurance - per month,0.00,Average,1.00,2.10,0.00,2.10,SF,,Replace,0.00,0.00,0.00,0.00,2.10,0.00,None,0.00,2.52,0.00,Percent,0.00,Yes,2.52,Yes,No,CDC,STOR,PAULGAGN,,11/2/2020
"2,240",,,Off-site storage & insur. - climate controlled - per month,0.00,Average,1.00,2.42,0.00,2.42,SF,,Replace,0.00,0.00,0.00,0.00,2.42,0.00,None,0.00,2.9,0.00,Percent,0.00,Yes,2.90,Yes,No,CDC,STORH,PAULGAGN,,11/2/2020
"2,241",,,Clean suit - two piece - Full service,0.00,Average,1.00,27.75,0.00,27.75,EA,,Replace,0.00,0.00,0.00,0.00,0.00,27.75,None,0.00,33.31,0.00,Percent,0.00,Yes,33.31,Yes,No,CDC,SUIT2,PAULGAGN,,11/2/2020
"2,242",,,Clean suit - two piece - Drop off,0.00,Average,1.00,21.57,0.00,21.57,EA,,Replace,0.00,0.00,0.00,0.00,0.00,21.57,None,0.00,25.89,0.00,Percent,0.00,Yes,25.89,Yes,No,CDC,SUIT2-,PAULGAGN,,11/2/2020
"2,243",,,Clean suit - two piece - fancy - Full service,0.00,Average,1.00,65.13,0.00,65.13,EA,,Replace,0.00,0.00,0.00,0.00,0.00,65.13,None,0.00,78.15,0.00,Percent,0.00,Yes,78.15,Yes,No,CDC,SUIT2+,PAULGAGN,,11/2/2020
"2,244",,,Clean suit - two piece - fancy - Drop off,0.00,Average,1.00,54.06,0.00,54.06,EA,,Replace,0.00,0.00,0.00,0.00,0.00,54.06,None,0.00,64.88,0.00,Percent,0.00,Yes,64.88,Yes,No,CDC,SUIT2+-,PAULGAGN,,11/2/2020
"2,245",,,Clean suit - two piece lined flair - Drop off,0.00,Average,1.00,31.83,0.00,31.83,EA,,Replace,0.00,0.00,0.00,0.00,0.00,31.83,None,0.00,38.19,0.00,Percent,0.00,Yes,38.19,Yes,No,CDC,SUIT2F-,PAULGAGN,,11/2/2020
"2,246",,,Clean suit - two piece - knit - Full service,0.00,Average,1.00,35.12,0.00,35.12,EA,,Replace,0.00,0.00,0.00,0.00,0.00,35.12,None,0.00,42.14,0.00,Percent,0.00,Yes,42.14,Yes,No,CDC,SUIT2K,PAULGAGN,,11/2/2020
"2,247",,,Clean suit - two piece - knit - Drop off,0.00,Average,1.00,31.86,0.00,31.86,EA,,Replace,0.00,0.00,0.00,0.00,0.00,31.86,None,0.00,38.24,0.00,Percent,0.00,Yes,38.24,Yes,No,CDC,SUIT2K-,PAULGAGN,,11/2/2020
"2,248",,,Clean suit - two piece lined - Full service,0.00,Average,1.00,31.82,0.00,31.82,EA,,Replace,0.00,0.00,0.00,0.00,0.00,31.82,None,0.00,38.18,0.00,Percent,0.00,Yes,38.18,Yes,No,CDC,SUIT2L,PAULGAGN,,11/2/2020
"2,249",,,Clean suit - two piece lined - Drop off,0.00,Average,1.00,26.42,0.00,26.42,EA,,Replace,0.00,0.00,0.00,0.00,0.00,26.42,None,0.00,31.7,0.00,Percent,0.00,Yes,31.70,Yes,No,CDC,SUIT2L-,PAULGAGN,,11/2/2020
"2,250",,,Clean suit - two piece lined flair - Full service,0.00,Average,1.00,34.49,0.00,34.49,EA,,Replace,0.00,0.00,0.00,0.00,0.00,34.49,None,0.00,41.39,0.00,Percent,0.00,Yes,41.39,Yes,No,CDC,SUIT2LF,PAULGAGN,,11/2/2020
"2,251",,,Clean suit - two piece wool-silk-linen - Drop off,0.00,Average,1.00,31.85,0.00,31.85,EA,,Replace,0.00,0.00,0.00,0.00,0.00,31.85,None,0.00,38.23,0.00,Percent,0.00,Yes,38.23,Yes,No,CDC,SUIT2S-,PAULGAGN,,11/2/2020
"2,252",,,Clean suit - two piece wool-silk-linen - lined - Drop off,0.00,Average,1.00,33.47,0.00,33.47,EA,,Replace,0.00,0.00,0.00,0.00,0.00,33.47,None,0.00,40.17,0.00,Percent,0.00,Yes,40.17,Yes,No,CDC,SUIT2W-,PAULGAGN,,11/2/2020
"2,253",,,Clean suit - two piece wool-silk-linen - lined - Full serv,0.00,Average,1.00,36.88,0.00,36.88,EA,,Replace,0.00,0.00,0.00,0.00,0.00,36.88,None,0.00,44.26,0.00,Percent,0.00,Yes,44.26,Yes,No,CDC,SUIT2WL,PAULGAGN,,11/2/2020
"2,254",,,Clean suit - two piece wool-silk-linen - Full service,0.00,Average,1.00,34.58,0.00,34.58,EA,,Replace,0.00,0.00,0.00,0.00,0.00,34.58,None,0.00,41.5,0.00,Percent,0.00,Yes,41.50,Yes,No,CDC,SUIT2WS,PAULGAGN,,11/2/2020
"2,255",,,Clean suit - three piece - Full service,0.00,Average,1.00,36.46,0.00,36.46,EA,,Replace,0.00,0.00,0.00,0.00,0.00,36.46,None,0.00,43.76,0.00,Percent,0.00,Yes,43.76,Yes,No,CDC,SUIT3,PAULGAGN,,11/2/2020
"2,256",,,Clean suit - three piece - Drop off,0.00,Average,1.00,30.26,0.00,30.26,EA,,Replace,0.00,0.00,0.00,0.00,0.00,30.26,None,0.00,36.32,0.00,Percent,0.00,Yes,36.32,Yes,No,CDC,SUIT3-,PAULGAGN,,11/2/2020
"2,257",,,Clean suit - three piece - wool - silk - linen - Drop off,0.00,Average,1.00,35.27,0.00,35.27,EA,,Replace,0.00,0.00,0.00,0.00,0.00,35.27,None,0.00,42.33,0.00,Percent,0.00,Yes,42.33,Yes,No,CDC,SUIT3W-,PAULGAGN,,11/2/2020
"2,258",,,Clean suit - three piece - wool - silk - linen - Full serv,0.00,Average,1.00,41.80,0.00,41.80,EA,,Replace,0.00,0.00,0.00,0.00,0.00,41.80,None,0.00,50.16,0.00,Percent,0.00,Yes,50.16,Yes,No,CDC,SUIT3WL,PAULGAGN,,11/2/2020
